ProteinId.t1,Name,SC16a,CcL,CcD,PFAM annotation,GO annotation (terminal nodes only),KEGG annotation,SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Manual annotations,Secondary metabolism,SC16a -> CcL: Up/Down,SC16a -> CcL: q value,"SC16a -> CcL: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",SC16a -> CcD: Up/Down,SC16a -> CcD: q value,"SC16a -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",CcL -> CcD: Up/Down,CcL -> CcD: q value,"CcL -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?"
Ophio5|2656.t1,,19.6738,218.013,228.147,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.898372,No
Ophio5|2657.t1,,45.2878,43.1465,42.9137,,,,,,,,,,Down,0.910473,No,Down,0.900669,No,Down,0.988714,No
Ophio5|2658.t1,,0.953557,0.475487,0.300531,PF01375.12|Enterotoxin_a,GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity,,SignalP: has predicted secretion signal,,,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|2659.t1,,6.90028,5.75061,2.59201,,,,,,,,,,Down,0.852557,No,Down,0.333659,No,Down,0.414376,No
Ophio5|266.t1,,139.093,168.301,105.951,PF00443.24|UCH;PF13423.1|UCH_1;PF02148.14|zf-UBP,GO:0008270|zinc ion binding;GO:0006511|ubiquitin-dependent protein catabolic process,,,,,C19,,,Up,0.473872,No,Down,0.275996,No,Down,0.0500083,No
Ophio5|2660.t1,,5.53856,702.611,217.975,,,,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2661.t1,,124.32,426.197,367.386,PF00578.16|AhpC-TSA;PF08534.5|Redoxin;PF10417.4|1-cysPrx_C,GO:0016209|antioxidant activity;GO:0016491|oxidoreductase activity;GO:0051920|peroxiredoxin activity;GO:0055114|oxidation-reduction process,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.588995,No
Ophio5|2662.t1,,141.143,133.61,57.7538,PF08240.7|ADH_N;PF00107.21|ADH_zinc_N,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process,,,,,,,,Down,0.845884,No,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2663.t1,,54.9984,84.0936,12.5082,,,,,,4,,,,Up,0.14909,No,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2664.t1,,129.039,97.1619,141.855,PF08583.5|Cmc1,,,,,,,,,Down,0.272362,No,Up,0.739493,No,Up,0.139549,No
Ophio5|2665.t1,,29.3927,455.004,175.334,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2666.t1,,51.2044,123.624,76.7613,PF03998.8|Utp11,GO:0006364|rRNA processing;GO:0032040|small-subunit processome,,,,,,,,Up,0.000285532,Yes,Up,0.0958087,No,Down,0.0318058,No
Ophio5|2667.t1,,15.7998,25.1395,24.8172,PF03959.8|FSH1,,,,,,,,,Up,0.158835,No,Up,0.158689,No,Down,0.973951,No
Ophio5|2668.t1,,2.97664,2.14407,1.48132,PF13695.1|zf-3CxxC,,,,,,,,,Down,0.617881,No,Down,0.279961,No,Down,0.608109,No
Ophio5|2669.t1,,46.2694,0.914364,2.10416,PF01476.15|LysM;PF01476.15|LysM,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.0616781,No,Down,0.00223648,Yes,Up,0.385229,No
Ophio5|267.t1,,173.566,123.129,71.1801,PF10237.4|N6-adenineMlase,,,,,,,,,Down,0.139378,No,Down,0.000285532,Yes,Down,0.0135482,No
Ophio5|2670.t1,,276.081,406.894,421.331,PF03179.10|V-ATPase_G,,,,,,,,,Up,0.0895839,No,Up,0.0647626,No,Up,0.903347,No
Ophio5|2671.t1,,68.9143,50.0862,54.2183,PF08216.6|CTNNBL,,,,,,,,,Down,0.172681,No,Down,0.322861,No,Up,0.772359,No
Ophio5|2672.t1,,58.5549,65.7642,42.4032,PF04212.13|MIT,,,,,,,,,Up,0.679861,No,Down,0.169128,No,Down,0.0590631,No
Ophio5|2673.t1,,46.5849,42.1431,52.6078,PF00009.22|GTP_EFTU;PF06421.7|LepA_C;PF00679.19|EFG_C,GO:0005525|GTP binding;GO:0003924|GTPase activity,,,,,,,,Down,0.705327,No,Up,0.639837,No,Up,0.355178,No
Ophio5|2674.t1,,37.5841,17.7434,22.909,PF02586.9|DUF159,,,,,,,,,Down,0.00185084,Yes,Down,0.0542103,No,Up,0.390798,No
Ophio5|2675.t1,,0.0853619,110.08,2.09715,PF01699.19|Na_Ca_ex;PF01699.19|Na_Ca_ex,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,11,,,,Up,0.249569,No,Up,0.249569,No,Down,0.000285532,Yes
Ophio5|2676.t1,,0.192619,37.8038,0.0995088,,,,,,,,,,Up,0.261665,No,Down,1,No,Down,0.264439,No
Ophio5|2677.t1,,6.35117,0.250558,0.0199389,PF07732.10|Cu-oxidase_3;PF07731.9|Cu-oxidase_2;PF00394.17|Cu-oxidase,GO:0005507|copper ion binding;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,SignalP: has predicted secretion signal,,,,,,Down,0.00185084,Yes,Down,0.236303,No,Down,1,No
Ophio5|2678.t1,,2.66664,12.1659,8.94346,PF01758.11|SBF,GO:0016020|membrane;GO:0006814|sodium ion transport;GO:0008508|bile acid:sodium symporter activity,,,,8,,,,Up,0.000535012,Yes,Up,0.00204693,Yes,Down,0.393068,No
Ophio5|2679.t1,,28.801,22.3122,9.8788,PF05721.8|PhyH,,,,,,,,,Down,0.37281,No,Down,0.000285532,Yes,Down,0.00375377,Yes
Ophio5|268.t1,,217.924,16.0197,26.7809,PF00881.19|Nitroreductase,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.130928,No
Ophio5|2680.t1,,241.423,176.045,236.697,PF00787.19|PX,GO:0035091|phosphatidylinositol binding,,,,,,,,Down,0.170609,No,Down,0.944361,No,Up,0.203993,No
Ophio5|2681.t1,,58.313,86.0949,77.1556,PF12230.3|PRP21_like_P;PF01805.15|Surp;PF01805.15|Surp,GO:0006396|RNA processing;GO:0003723|RNA binding,,,,,,,,Up,0.0909401,No,Up,0.238673,No,Down,0.674803,No
Ophio5|2682.t1,,157.831,166.656,106.223,PF02366.13|PMT;PF02815.14|MIR,GO:0000030|mannosyltransferase activity;GO:0006493|protein O-linked glycosylation;GO:0016020|membrane,,,,12,,,,Up,0.877494,No,Down,0.13992,No,Down,0.0998778,No
Ophio5|2683.t1,,106.144,190.983,99.3236,PF06428.6|Sec2p,,,,,,,,,Up,0.030829,No,Down,0.818974,No,Down,0.0144152,No
Ophio5|2684.t1,,377.849,1051.84,488.141,PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,,,,,,,,Up,0.00584804,Yes,Up,0.329462,No,Down,0.0239478,Yes
Ophio5|2685.t1,,3.97822,10.8298,4.966,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,,,,,,,Up,0.00185084,Yes,Up,0.58114,No,Down,0.0197421,Yes
Ophio5|2686.t1,,36.5765,47.0025,26.5178,,,,,,1,,,,Up,0.290133,No,Down,0.160513,No,Down,0.00794416,No
Ophio5|2687.t1,,175.947,100.589,129.77,PF14234.1|DUF4336,,,,,,,,,Down,0.00763963,No,Down,0.192965,No,Up,0.282462,No
Ophio5|2688.t1,,30.652,18.8104,21.2733,,,,,,,,,,Down,0.115822,No,Down,0.231689,No,Up,0.745394,No
Ophio5|2689.t1,,35.0482,36.2631,55.2708,,,,,,,,,,Up,0.915083,No,Up,0.0510406,No,Up,0.11592,No
Ophio5|269.t1,,41.7083,80.3584,46.0145,PF00667.15|FAD_binding_1;PF00175.16|NAD_binding_1,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,,,,,,,Up,0.00223648,No,Up,0.70599,No,Down,0.00888371,No
Ophio5|2690.t1,,30.7885,16.318,71.4095,,,,,,,,,,Down,0.0909401,No,Up,0.00393484,Yes,Up,0.000285532,Yes
Ophio5|2691.t1,,4.7229,2.59383,0.556977,,,,,,,,,,Down,0.625507,No,Down,0.248266,No,Down,1,No
Ophio5|2692.t1,,26.175,28.3148,32.3355,PF00613.15|PI3Ka;PF00454.22|PI3_PI4_kinase;PF00792.19|PI3K_C2,"GO:0016773|phosphotransferase activity, alcohol group as acceptor",,,,,,,,Up,0.769539,No,Up,0.376852,No,Up,0.600483,No
Ophio5|2693.t1,,82.0021,53.9611,39.5183,PF00107.21|ADH_zinc_N,GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process,,,,,,,,Down,0.0860327,No,Down,0.000770107,Yes,Down,0.225064,No
Ophio5|2694.t1,,84.1783,45.7993,38.2251,,,,,,,,,,Down,0.00568091,No,Down,0.000535012,Yes,Down,0.47272,No
Ophio5|2695.t1,,9.1762,18.8732,4.26128,PF00955.16|HCO3_cotransp;PF00955.16|HCO3_cotransp,GO:0006820|anion transport;GO:0016021|integral component of membrane,,,,11,,,,Up,0.0167501,Yes,Down,0.0225229,Yes,Down,0.000285532,Yes
Ophio5|2696.t1,,41.6516,78.2884,87.7924,PF01926.18|MMR_HSR1,GO:0005525|GTP binding,,,,,,,,Up,0.00618144,No,Up,0.000535012,Yes,Up,0.673957,No
Ophio5|2697.t1,,35.7042,28.791,24.988,PF00628.24|PHD,GO:0005515|protein binding,,,,,,,,Down,0.395921,No,Down,0.134395,No,Down,0.60485,No
Ophio5|2698.t1,,38.6398,44.81,33.9868,,,,,,,,,,Up,0.797557,No,Down,0.822368,No,Down,0.618629,No
Ophio5|2699.t1,,67.9496,60.4513,50.4733,,,,,,,,,,Down,0.65354,No,Down,0.206175,No,Down,0.460237,No
Ophio5|27.t1,,0.177482,2.47737,0.905027,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.370736,No,Up,1,No,Down,0.110467,No
Ophio5|270.t1,,98.6807,124.169,98.24,PF13414.1|TPR_11;PF13414.1|TPR_11;PF07719.12|TPR_2;PF07719.12|TPR_2;PF07719.12|TPR_2;PF07719.12|TPR_2;PF07719.12|TPR_2;PF00515.23|TPR_1;PF00515.23|TPR_1;PF00515.23|TPR_1;PF00515.23|TPR_1;PF00515.23|TPR_1;PF13432.1|TPR_16;PF13432.1|TPR_16;PF00226.26|DnaJ;PF14559.1|TPR_19;PF12895.2|Apc3;PF13181.1|TPR_8;PF13181.1|TPR_8;PF13371.1|TPR_9;PF13371.1|TPR_9;PF13371.1|TPR_9;PF13371.1|TPR_9;PF13174.1|TPR_6;PF13174.1|TPR_6;PF07721.9|TPR_4,GO:0042802|identical protein binding;GO:0005515|protein binding,,,,,,,,Up,0.387162,No,Down,0.986484,No,Down,0.391049,No
Ophio5|2700.t1,,96.0955,101.677,143.596,PF10236.4|DAP3,,,,,,,,,Up,0.837848,No,Up,0.0750579,No,Up,0.132784,No
Ophio5|2701.t1,,88.0607,125.794,136.513,PF04939.7|RRS1,GO:0042254|ribosome biogenesis;GO:0005634|nucleus,,,,,,,,Up,0.13219,No,Up,0.0584887,No,Up,0.766575,No
Ophio5|2702.t1,,52.8037,22.9886,25.9404,PF00620.22|RhoGAP,GO:0007165|signal transduction,,,,,,,,Down,0.000285532,Yes,Down,0.000770107,Yes,Up,0.657028,No
Ophio5|2703.t1,,105.313,51.1102,84.3802,PF00432.16|Prenyltrans;PF00432.16|Prenyltrans;PF00432.16|Prenyltrans;PF00432.16|Prenyltrans;PF13249.1|Prenyltrans_2;PF13249.1|Prenyltrans_2;PF13243.1|Prenyltrans_1,GO:0003824|catalytic activity,,,,,,,,Down,0.00121735,Yes,Down,0.35767,No,Up,0.0273573,No
Ophio5|2704.t1,,4.56565,7.15269,2.44693,,,,,,,,,,Up,0.177487,No,Down,0.0959895,No,Down,0.00281521,Yes
Ophio5|2705.t1,,9.71728,51.0704,24.6411,PF00488.16|MutS_V;PF05192.13|MutS_III;PF01624.15|MutS_I;PF05188.12|MutS_II;PF05190.13|MutS_IV,GO:0006298|mismatch repair;GO:0005524|ATP binding;GO:0030983|mismatched DNA binding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00143681,Yes
Ophio5|2706.t1,,58.1347,244.082,114.751,PF00397.21|WW,GO:0005515|protein binding,,,,,,,,Up,0.000285532,Yes,Up,0.00584804,No,Down,0.011207,Yes
Ophio5|2707.t1,,402.284,248.384,267.522,PF03332.8|PMM,GO:0004615|phosphomannomutase activity;GO:0005737|cytoplasm;GO:0019307|mannose biosynthetic process,,,,,,,,Down,0.0393484,No,Down,0.0955326,No,Up,0.793095,No
Ophio5|2708.t1,,62.4067,61.7201,54.8519,PF01699.19|Na_Ca_ex;PF01699.19|Na_Ca_ex,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,12,,,,Down,0.972295,No,Down,0.630004,No,Down,0.676078,No
Ophio5|2709.t1,,20.7876,53.6706,68.2495,PF05786.9|Cnd2;PF05786.9|Cnd2,GO:0000796|condensin complex;GO:0007076|mitotic chromosome condensation,,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.38419,No
Ophio5|271.t1,,39.9674,71.2572,81.0814,PF09748.4|Med10,GO:0016592|mediator complex;GO:0001104|RNA polymerase II transcription cofactor activity;GO:0006357|regulation of transcription from RNA polymerase II promoter,,,,,,,,Up,0.0680521,No,Up,0.0210571,Yes,Up,0.708054,No
Ophio5|2710.t1,,54.6346,84.9255,53.4987,,,,,,,,,,Up,0.124265,No,Down,0.956914,No,Down,0.111962,No
Ophio5|2711.t1,,0.749257,0.359686,0.173913,,,,,,1,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|2712.t1,,0,3.77253,1.17022,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.00164691,No,Up,1,No,Down,0.306679,No
Ophio5|2713.t1,,0.179921,0.0653118,0,PF00698.16|Acyl_transf_1,,,,,,,,,Down,1,No,Down,1,No,Down,1,No
Ophio5|2714.t1,,29.3693,30.9313,25.4686,PF14737.1|DUF4470;PF01753.13|zf-MYND,,,,,,,,,Up,0.854951,No,Down,0.581765,No,Down,0.43554,No
Ophio5|2715.t1,,34.2267,26.0378,33.0328,PF02537.10|CRCB;PF02537.10|CRCB,GO:0016021|integral component of membrane,,,,9,,,,Down,0.295087,No,Down,0.905652,No,Up,0.373142,No
Ophio5|2716.t1,,181.314,92.5854,85.2486,PF14681.1|UPRTase;PF00156.22|Pribosyltran,GO:0009116|nucleoside metabolic process,,,,,,,,Down,0.00243641,No,Down,0.000770107,Yes,Down,0.775441,No
Ophio5|2717.t1,,30.8534,23.3565,29.7224,PF01068.16|DNA_ligase_A_M;PF04675.9|DNA_ligase_A_N;PF04679.10|DNA_ligase_A_C;PF00533.21|BRCT,GO:0006281|DNA repair;GO:0005524|ATP binding;GO:0006310|DNA recombination;GO:0003677|DNA binding;GO:0003910|DNA ligase (ATP) activity,,,,,,,,Down,0.232925,No,Down,0.898877,No,Up,0.309542,No
Ophio5|2718.t1,,28.9988,26.0374,27.6613,,,,,,,,,,Down,0.707956,No,Down,0.876636,No,Up,0.842466,No
Ophio5|2719.t1,,14.4592,24.8927,19.9144,PF01544.13|CorA,GO:0030001|metal ion transport;GO:0046873|metal ion transmembrane transporter activity;GO:0016020|membrane;GO:0055085|transmembrane transport,,,,2,,,,Up,0.0334032,No,Up,0.23305,No,Down,0.390297,No
Ophio5|272.t1,,2.34261,65.3217,20.8438,PF00933.16|Glyco_hydro_3;PF01915.17|Glyco_hydro_3_C;PF14310.1|Fn3-like,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000997454,Yes
Ophio5|2720.t1,,197.013,227.833,119.006,PF00628.24|PHD,GO:0005515|protein binding,,,,,,,,Up,0.656787,No,Down,0.0435314,No,Down,0.0195036,No
Ophio5|2721.t1,,240.614,381.902,513.044,PF00180.15|Iso_dh,"GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,Up,0.0800484,No,Up,0.00357329,Yes,Up,0.311632,No
Ophio5|2722.t1,,328.763,394.86,372.159,PF09598.5|Stm1_N,,,,,,,,,Up,0.513013,No,Up,0.665685,No,Down,0.85226,No
Ophio5|2723.t1,,15.8448,4.25578,4.18122,,,,,,,,,,Down,0.00223648,Yes,Down,0.00185084,Yes,Down,0.982535,No
Ophio5|2724.t1,,62.8198,146.178,133.532,,,,,,,,,,Up,0.000770107,Yes,Up,0.000535012,Yes,Down,0.772695,No
Ophio5|2725.t1,,95.7042,81.653,114.64,PF00732.14|GMC_oxred_N;PF05199.8|GMC_oxred_C,"GO:0016614|oxidoreductase activity, acting on CH-OH group of donors;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding",,SignalP: has predicted secretion signal,,,,,,Down,0.552974,No,Up,0.486875,No,Up,0.180817,No
Ophio5|2726.t1,,30.4854,31.8117,34.2692,PF00009.22|GTP_EFTU;PF03764.13|EFG_IV;PF00679.19|EFG_C;PF03144.20|GTP_EFTU_D2;PF14492.1|EFG_II;PF01926.18|MMR_HSR1,GO:0005525|GTP binding;GO:0003924|GTPase activity,,,,,,,,Up,0.88074,No,Up,0.657324,No,Up,0.787956,No
Ophio5|2727.t1,,27.1236,25.0285,21.7761,PF04734.8|Ceramidase_alk,,,SignalP: has predicted secretion signal,,1,,,,Down,0.769547,No,Down,0.359345,No,Down,0.592586,No
Ophio5|2728.t1,,201.941,247.993,256.872,PF01652.13|IF4E,GO:0005737|cytoplasm;GO:0003743|translation initiation factor activity;GO:0006413|translational initiation;GO:0003723|RNA binding,,,,,,,,Up,0.429997,No,Up,0.345427,No,Up,0.911283,No
Ophio5|2729.t1,,26.6934,20.5036,22.8228,PF00501.23|AMP-binding;PF13193.1|AMP-binding_C,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,Down,0.309742,No,Down,0.572552,No,Up,0.715169,No
Ophio5|273.t1,,88.982,765.878,439.502,PF00503.15|G-alpha;PF00025.16|Arf,GO:0031683|G-protein beta/gamma-subunit complex binding;GO:0019001|guanyl nucleotide binding;GO:0005525|GTP binding;GO:0004871|signal transducer activity;GO:0003924|GTPase activity;GO:0007186|G-protein coupled receptor signaling pathway,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.0580481,No
Ophio5|2730.t1,,77.0858,59.4477,116.439,PF01722.13|BolA,,,,,,,,,Down,0.418717,No,Up,0.133411,No,Up,0.015801,No
Ophio5|2731.t1,,41.8297,31.8299,24.6528,PF13460.1|NAD_binding_10,,,,,,,,,Down,0.361574,No,Down,0.0716777,No,Down,0.44331,No
Ophio5|2732.t1,,0.263537,0.29259,0.353888,,,,,,,,,,Up,1,No,Up,1,No,Up,1,No
Ophio5|2733.t1,,22.4111,36.5759,36.788,,,,,,,,,,Up,0.0398867,No,Up,0.0332684,No,Up,0.984676,No
Ophio5|2734.t1,,30.6824,28.1906,29.3174,PF01504.13|PIP5K;PF00118.19|Cpn60_TCP1;PF01363.16|FYVE,GO:0044267|cellular protein metabolic process;GO:0005524|ATP binding;GO:0016307|phosphatidylinositol phosphate kinase activity;GO:0046872|metal ion binding;GO:0046488|phosphatidylinositol metabolic process,,,,,,,,Down,0.769588,No,Down,0.887716,No,Up,0.904556,No
Ophio5|2735.t1,,63.9964,45.6959,62.832,,,,,,,,,,Down,0.149166,No,Down,0.948201,No,Up,0.179161,No
Ophio5|2736.t1,,41.9148,43.7472,75.9853,PF03997.7|VPS28,,,,,,,,,Up,0.900497,No,Up,0.0181369,No,Up,0.0293589,No
Ophio5|2737.t1,,36.5721,52.8802,59.8125,PF03715.8|Noc2,,,,,,,,,Up,0.103812,No,Up,0.0239478,No,Up,0.630307,No
Ophio5|2738.t1,,14.9557,38.4687,51.4985,PF06657.8|Cep57_MT_bd;PF14197.1|Cep57_CLD_2,GO:0008017|microtubule binding,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.284615,No
Ophio5|2739.t1,,31.9117,19.465,11.6758,PF03663.9|Glyco_hydro_76,,,SignalP: has predicted secretion signal,,,,,,Down,0.0449582,No,Down,0.000285532,Yes,Down,0.0580481,No
Ophio5|274.t1,,1.38629,4.54152,1.37428,,,,,,,,,,Up,0.119892,No,Down,0.93551,No,Down,0.137032,No
Ophio5|2740.t1,,4.85793,2.92066,1.28741,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.429196,No,Down,0.125471,No,Down,0.326025,No
Ophio5|2741.t1,,83.2475,98.2356,100.578,PF00291.20|PALP;PF00585.13|Thr_dehydrat_C;PF00585.13|Thr_dehydrat_C,,,,,,,,,Up,0.511306,No,Up,0.44593,No,Up,0.935964,No
Ophio5|2742.t1,,47.1469,41.1609,41.4175,PF03126.13|Plus-3,"GO:0003677|DNA binding;GO:0016570|histone modification;GO:0005634|nucleus;GO:0006352|DNA-templated transcription, initiation",,,,,,,,Down,0.602366,No,Down,0.616577,No,Up,0.983322,No
Ophio5|2743.t1,,121.391,108.535,160.699,PF03232.8|COQ7,GO:0055114|oxidation-reduction process;GO:0006744|ubiquinone biosynthetic process,,,,,,,,Down,0.679136,No,Up,0.233536,No,Up,0.081258,No
Ophio5|2744.t1,,25.5176,24.4265,21.8347,PF00614.17|PLDc;PF00614.17|PLDc;PF13091.1|PLDc_2;PF00787.19|PX,GO:0003824|catalytic activity;GO:0008152|metabolic process;GO:0035091|phosphatidylinositol binding,,,,,,,,Down,0.87965,No,Down,0.535285,No,Down,0.662595,No
Ophio5|2745.t1,,49.9715,174.571,163.881,PF01222.12|ERG4_ERG24,GO:0016020|membrane,,,,8,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.849946,No
Ophio5|2746.t1,,431.156,637.041,486.518,PF00137.16|ATP-synt_C;PF00137.16|ATP-synt_C,"GO:0015078|hydrogen ion transmembrane transporter activity;GO:0033177|proton-transporting two-sector ATPase complex, proton-transporting domain;GO:0015991|ATP hydrolysis coupled proton transport",,,,4,,,,Up,0.102071,No,Up,0.643693,No,Down,0.288693,No
Ophio5|2747.t1,,33.3676,44.7325,34.7099,PF02383.13|Syja_N;PF12456.3|hSac2,GO:0042578|phosphoric ester hydrolase activity,,,,,,,,Up,0.23553,No,Up,0.896746,No,Down,0.318733,No
Ophio5|2748.t1,,41.4789,34.0879,39.3659,PF11312.3|DUF3115,,,,,,,,,Down,0.484419,No,Down,0.870693,No,Up,0.631068,No
Ophio5|2749.t1,,207.775,94.733,186.167,PF00456.16|Transketolase_N;PF02779.19|Transket_pyr;PF02780.15|Transketolase_C,GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,Down,0.000997454,Yes,Down,0.717518,No,Up,0.00533195,No
Ophio5|275.t1,,9.18956,7.87559,2.51379,,,,,,,,,,Down,0.849946,No,Down,0.203659,No,Down,0.263586,No
Ophio5|2750.t1,,19.675,2.02658,1.32487,,,,,,,,,,Down,0.00185084,Yes,Down,0.00243641,Yes,Down,0.592037,No
Ophio5|2751.t1,,26209.7,971.595,726.465,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.261942,No
Ophio5|2752.t1,,12.8933,5.07143,6.02519,,,,,,,,,,Down,0.280094,No,Down,0.357908,No,Up,0.893724,No
Ophio5|2753.t1,,64.2982,46.3801,33.6377,PF09405.5|Btz,,,,,,,,,Down,0.152941,No,Down,0.00164691,No,Down,0.154349,No
Ophio5|2754.t1,,58.8219,46.4075,31.076,PF04082.13|Fungal_trans;PF00172.13|Zn_clus,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Zn2Cys6,,,,,Down,0.31835,No,Down,0.00300616,No,Down,0.0680521,No
Ophio5|2755.t1,,60.5195,59.9086,51.1597,PF04082.13|Fungal_trans;PF00172.13|Zn_clus,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Zn2Cys6,,,,,Down,0.975282,No,Down,0.499159,No,Down,0.547133,No
Ophio5|2756.t1,,31.6979,58.114,39.4551,,,,,,,,,,Up,0.00666187,No,Up,0.362071,No,Down,0.0987367,No
Ophio5|2757.t1,,458.502,996.221,1072.19,PF00080.15|Sod_Cu,GO:0046872|metal ion binding;GO:0055114|oxidation-reduction process;GO:0006801|superoxide metabolic process,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.00281521,Yes,Up,0.000535012,Yes,Up,0.828544,No
Ophio5|2758.t1,,157.76,122.61,105.536,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.375024,No,Down,0.125471,No,Down,0.595965,No
Ophio5|2759.t1,,604.315,452.797,672.99,PF09072.5|TMA7,,,,,,,,,Down,0.320622,No,Up,0.722478,No,Up,0.146004,No
Ophio5|276.t1,,193.786,326.493,348.908,PF01564.12|Spermine_synth,GO:0003824|catalytic activity,,,,,,,,Up,0.0407805,No,Up,0.00842804,No,Up,0.83996,No
Ophio5|2760.t1,,21.9553,39.1736,40.0213,PF03006.15|HlyIII,GO:0016021|integral component of membrane,,,,7,,,,Up,0.0349252,No,Up,0.0266143,No,Up,0.949031,No
Ophio5|2761.t1,,29.15,41.8624,38.4462,,,,,,,,,,Up,0.124265,No,Up,0.247162,No,Down,0.754622,No
Ophio5|2762.t1,,23.299,20.5783,19.568,,,,,,,,,,Down,0.775087,No,Down,0.672125,No,Down,0.91039,No
Ophio5|2763.t1,,27.3869,236.231,93.4229,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2764.t1,,70.2141,157.653,64.9882,PF00004.24|AAA;PF07728.9|AAA_5,GO:0016887|ATPase activity;GO:0005524|ATP binding,,,,,,,,Up,0.00185084,Yes,Down,0.788206,No,Down,0.00121735,Yes
Ophio5|2765.t1,,97.4149,692.346,254.484,PF05648.9|PEX11,GO:0016559|peroxisome fission;GO:0005779|integral component of peroxisomal membrane,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|2766.t1,,133.207,177.581,148.181,PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5;PF13893.1|RRM_5,GO:0003676|nucleic acid binding,,,,,,,,Up,0.236516,No,Up,0.685187,No,Down,0.47095,No
