module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_ocflo_okim,rhy_ocflo_beau_cluster3,rhy_ocflo_beau_cluster4,inf_v_control,abs_log2FC,control_rhy24,inf_rhy24,signalP,SSP,TMHMM,arb2_gene,GOs,pfams,sc16a_homolog,BH_pval,control_pval,inf_pval
OC8,236.31,NA,GQ602_005131,Sphingosine-1-phosphate lyase,no,no,no,NA,0.492743021,yes,NA,NA,NA,NA,Ophcf2|05131,GO:0097159|organic cyclic compound binding; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016829|lyase activity; GO:0008144|drug binding; GO:0005488|binding; GO:0048037|cofactor binding; GO:0044237|cellular metabolic process; GO:0030170|pyridoxal phosphate binding; GO:0006082|organic acid metabolic process; GO:0019842|vitamin binding; GO:0050662|coenzyme binding; GO:0043167|ion binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0003824|catalytic activity; GO:0070279|vitamin B6 binding; GO:0016831|carboxy-lyase activity; GO:0044281|small molecule metabolic process; GO:0016830|carbon-carbon lyase activity; GO:0008150|biological_process; GO:0036094|small molecule binding; GO:0008152|metabolic process;,PF00266|Aminotran_5; PF00282|Pyridoxal_deC; PF01041|DegT_DnrJ_EryC1;,Ophio5|8499,0.000102974,0.000593042,NA
OC8,236.15,NA,GQ602_003299,Alpha/beta hydrolase domain-containing protein 13,no,no,no,NA,0.251115223,NA,NA,NA,NA,NA,Ophcf2|03299,NA,NA,Ophio5|3538,0.014167913,NA,NA
OC8,234.34,NA,GQ602_003112,COG complex component 2,no,no,yes,NA,0.057574933,yes,NA,NA,NA,NA,Ophcf2|03112,NA,PF06148|COG2;,Ophio5|8101,0.632804615,0.000999001,NA
OC8,233.72,NA,GQ602_002173,NAD(P)-binding domain protein,yes,no,yes,up,1.701688254,yes,NA,NA,NA,NA,Ophcf2|02173,"GO:0006694|steroid biosynthetic process; GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0006629|lipid metabolic process; GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity; GO:0005488|binding; GO:0016229|steroid dehydrogenase activity; GO:0048037|cofactor binding; GO:0055114|oxidation-reduction process; GO:0050662|coenzyme binding; GO:0003824|catalytic activity; GO:0008610|lipid biosynthetic process; GO:0016491|oxidoreductase activity; GO:0044238|primary metabolic process; GO:0033764|steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0008202|steroid metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0008150|biological_process; GO:1901360|organic cyclic compound metabolic process; GO:1901576|organic substance biosynthetic process; GO:0008152|metabolic process; GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;",PF07993|NAD_binding_4; PF16363|GDP_Man_Dehyd; PF01370|Epimerase; PF01073|3Beta_HSD; PF13460|NAD_binding_10;,Ophio5|4486,0.003448849,0.03420442,NA
OC8,232.68,NA,GQ602_000602,3-hydroxybutyryl-CoA dehydrogenase,no,no,yes,NA,0.583619057,yes,NA,NA,NA,NA,Ophcf2|00602,"GO:0003857|3-hydroxyacyl-CoA dehydrogenase activity; GO:0016614|oxidoreductase activity, acting on CH-OH group of donors; GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0032787|monocarboxylic acid metabolic process; GO:0019752|carboxylic acid metabolic process; GO:0044255|cellular lipid metabolic process; GO:0071704|organic substance metabolic process; GO:0006629|lipid metabolic process; GO:0009987|cellular process; GO:0055114|oxidation-reduction process; GO:0044237|cellular metabolic process; GO:0006082|organic acid metabolic process; GO:0003824|catalytic activity; GO:0016491|oxidoreductase activity; GO:0044281|small molecule metabolic process; GO:0044238|primary metabolic process; GO:0008152|metabolic process; GO:0008150|biological_process; GO:0006631|fatty acid metabolic process; GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;",PF02737|3HCDH_N; PF00725|3HCDH;,Ophio5|8204,0.000309812,0.002997003,NA
OC8,232.37,NA,GQ602_002334,adenine phosphoribosyltransferase,no,no,yes,NA,0.261145433,yes,NA,NA,NA,NA,Ophcf2|02334,GO:0009116|nucleoside metabolic process; GO:1901135|carbohydrate derivative metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0008150|biological_process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0044281|small molecule metabolic process; GO:1901360|organic cyclic compound metabolic process; GO:0071704|organic substance metabolic process; GO:1901564|organonitrogen compound metabolic process; GO:0009987|cellular process; GO:0044238|primary metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:1901657|glycosyl compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0008152|metabolic process;,PF00156|Pribosyltran;,Ophio5|6383,0.038911045,0.0136888,NA
OC8,232.25,NA,GQ602_000742,MYG1 protein,no,no,no,NA,0.448352768,yes,NA,NA,NA,NA,Ophcf2|00742,NA,PF03690|UPF0160;,Ophio5|2535,0.0170176,0.021846184,NA
OC8,232.16,NA,GQ602_003621,hypothetical protein CDD80_6145,no,no,no,NA,NA,NA,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|03621,NA,NA,NA,NA,NA,NA
OC8,230.84,NA,GQ602_005060,centromere/microtubule-binding protein cbf5,no,no,no,NA,0.385589119,yes,NA,NA,NA,4;,Ophcf2|05060,NA,PF04511|DER1;,Ophio5|4581,2.97E-05,0.005101588,NA
OC8,230.59,NA,GQ602_005694,CFEM domain-containing protein,yes,no,no,NA,0.429909577,yes,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|05694,NA,PF05730|CFEM;,Ophio5|5795,0.166971679,0.005101588,NA
OC8,230.47,NA,GQ602_004744,AdoMet-dependent rRNA methyltransferase spb1,no,no,no,NA,0.171245506,yes,NA,NA,NA,NA,Ophcf2|04744,"GO:0005575|cellular_component; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0044424|intracellular part; GO:0016741|transferase activity, transferring one-carbon groups; GO:0034470|ncRNA processing; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0034660|ncRNA metabolic process; GO:0043227|membrane-bounded organelle; GO:0006396|RNA processing; GO:0032259|methylation; GO:0016072|rRNA metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0044464|cell part; GO:0003824|catalytic activity; GO:0008168|methyltransferase activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0006364|rRNA processing; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0016740|transferase activity; GO:0008150|biological_process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process;",PF11861|DUF3381; PF01728|FtsJ; PF07780|Spb1_C;,Ophio5|4144,0.083280943,0.001787129,NA
OC8,229.89,NA,GQ602_001644,monosaccharide transporter,yes,no,no,NA,1.317409768,yes,NA,NA,NA,12;,Ophcf2|01644,GO:0022857|transmembrane transporter activity; GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0003674|molecular_function; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0016021|integral component of membrane; GO:0051179|localization; GO:0005215|transporter activity; GO:0055085|transmembrane transport;,PF07690|MFS_1; PF00083|Sugar_tr;,Ophio5|5407,0.118773429,0.00842621,NA
OC8,229.65,NA,GQ602_004737,ribonuclease P/MRP protein subunit POP1,no,no,no,NA,0.656206996,yes,NA,NA,NA,NA,Ophcf2|04737,NA,PF08584|Ribonuc_P_40;,Ophio5|6175,5.65E-11,0.002997003,NA
OC8,228.82,NA,GQ602_005887,2-oxoglutarate-dependent ethylene/succinate-forming enzyme,no,no,no,NA,0.323114096,yes,NA,NA,NA,NA,Ophcf2|05887,GO:0003824|catalytic activity; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0008152|metabolic process;,PF03171|2OG-FeII_Oxy; PF14226|DIOX_N;,Ophio5|1507,0.591022961,0.002997003,NA
OC8,228.39,NA,GQ602_003845,major facilitator superfamily transporter,no,no,no,up,1.45444936,yes,NA,NA,NA,11;,Ophcf2|03845,GO:0051234|establishment of localization; GO:0005575|cellular_component; GO:0044425|membrane part; GO:0016021|integral component of membrane; GO:0006810|transport; GO:0008150|biological_process; GO:0031224|intrinsic component of membrane; GO:0051179|localization; GO:0055085|transmembrane transport;,PF07690|MFS_1;,Ophio5|4616,9.31E-08,0.001787129,NA
OC8,228.3,NA,GQ602_001517,pre-mRNA splicing factor,yes,no,no,NA,0.317306672,yes,NA,NA,NA,NA,Ophcf2|01517,GO:0005488|binding; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF00076|RRM_1;,Ophio5|2766,0.005919602,0.005101588,NA
OC8,227.05,NA,GQ602_006220,ATP12 ATPase family protein,no,no,no,NA,0.021298164,yes,NA,NA,NA,NA,Ophcf2|06220,GO:0034622|cellular protein-containing complex assembly; GO:0065003|protein-containing complex assembly; GO:0008150|biological_process; GO:0043461|proton-transporting ATP synthase complex assembly; GO:0009987|cellular process; GO:0043933|protein-containing complex subunit organization; GO:0022607|cellular component assembly; GO:0070071|proton-transporting two-sector ATPase complex assembly; GO:0071840|cellular component organization or biogenesis; GO:0016043|cellular component organization;,PF07542|ATP12;,Ophio5|4907,0.89806374,0.021846184,NA
OC8,226.02,NA,GQ602_002461,flavocytochrome c,no,no,no,NA,0.315435806,yes,NA,NA,NA,1;,Ophcf2|02461,GO:0003824|catalytic activity; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0008152|metabolic process;,PF01266|DAO; PF00173|Cyt-b5; PF00890|FAD_binding_2; PF12831|FAD_oxidored; PF13450|NAD_binding_8; PF07992|Pyr_redox_2;,Ophio5|3929,0.467030621,0.001787129,NA
OC8,225.66,NA,GQ602_004435,RNA polymerase I-specific transcription initiation factor rrn3,no,no,no,NA,0.001634795,yes,NA,NA,NA,NA,Ophcf2|04435,NA,PF05327|RRN3;,Ophio5|5095,0.992358827,0.001787129,NA
OC8,224.78,NA,GQ602_004642,glutaredoxin domain-containing protein,yes,no,no,NA,0.194394111,yes,NA,NA,NA,1;,Ophcf2|04642,"GO:0003824|catalytic activity; GO:0065008|regulation of biological quality; GO:0065007|biological regulation; GO:0015035|protein disulfide oxidoreductase activity; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0015036|disulfide oxidoreductase activity; GO:0050794|regulation of cellular process; GO:0016667|oxidoreductase activity, acting on a sulfur group of donors; GO:0008150|biological_process; GO:0042592|homeostatic process; GO:0019725|cellular homeostasis; GO:0009055|electron transfer activity; GO:0009987|cellular process; GO:0050789|regulation of biological process; GO:0045454|cell redox homeostasis;",PF00462|Glutaredoxin;,Ophio5|6713,0.002854431,0.005101588,NA
OC8,224.58,NA,GQ602_001628,ribosomal protein L4,yes,no,no,NA,0.058564704,yes,NA,NA,NA,NA,Ophcf2|01628,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00573|Ribosomal_L4;,Ophio5|1754,0.548260435,0.005101588,NA
OC8,224.51,NA,GQ602_001481,"3'(2'),5'-bisphosphate nucleotidase",no,no,no,NA,0.084179282,yes,NA,NA,NA,NA,Ophcf2|01481,GO:0044238|primary metabolic process; GO:0006793|phosphorus metabolic process; GO:0044237|cellular metabolic process; GO:0006796|phosphate-containing compound metabolic process; GO:0019637|organophosphate metabolic process; GO:0030258|lipid modification; GO:0008150|biological_process; GO:0046834|lipid phosphorylation; GO:0044255|cellular lipid metabolic process; GO:0006650|glycerophospholipid metabolic process; GO:0016310|phosphorylation; GO:0006644|phospholipid metabolic process; GO:0046488|phosphatidylinositol metabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0006629|lipid metabolic process; GO:0008152|metabolic process; GO:0046486|glycerolipid metabolic process; GO:0046854|phosphatidylinositol phosphorylation;,PF00459|Inositol_P;,Ophio5|3853,0.309248599,0.021846184,NA
OC8,223.84,NA,GQ602_001186,"Zinc finger, RING/FYVE/PHD-type",yes,no,yes,NA,0.803529229,yes,NA,NA,NA,NA,Ophcf2|01186,GO:0005488|binding; GO:0008270|zinc ion binding; GO:0046872|metal ion binding; GO:0003674|molecular_function; GO:0043167|ion binding; GO:0043169|cation binding; GO:0046914|transition metal ion binding;,PF11789|zf-Nse;,Ophio5|6594,0.021408892,0.001787129,NA
OC8,220.55,NA,GQ602_006356,Heat Labile Enterotoxin Type Iib,no,no,no,NA,NA,yes,NA,Has signal peptide;,NA,NA,Ophcf2|06356,NA,NA,Ophio5|5274,NA,0.000593042,NA
OC8,219.16,NA,GQ602_002567,Deoxyribodipyrimidine photo-lyase,yes,no,no,NA,0.456046038,yes,NA,NA,NA,NA,Ophcf2|02567,NA,PF00875|DNA_photolyase; PF03441|FAD_binding_7;,Ophio5|1000,0.063843654,0.001787129,NA
OC8,218.26,NA,GQ602_002621,"NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial",no,no,no,NA,0.286845596,yes,NA,NA,NA,NA,Ophcf2|02621,NA,PF12800|Fer4_4; PF13237|Fer4_10; PF12838|Fer4_7; PF00037|Fer4; PF13187|Fer4_9;,Ophio5|1365,0.135706279,0.005101588,NA
OC8,217.56,NA,GQ602_006284,FMI2 protein,no,no,yes,NA,0.370029463,yes,NA,NA,NA,1;,Ophcf2|06284,"GO:0003824|catalytic activity; GO:0140096|catalytic activity, acting on a protein; GO:0016787|hydrolase activity; GO:0008138|protein tyrosine/serine/threonine phosphatase activity; GO:0006796|phosphate-containing compound metabolic process; GO:0003674|molecular_function; GO:0044237|cellular metabolic process; GO:0016788|hydrolase activity, acting on ester bonds; GO:0008150|biological_process; GO:0006793|phosphorus metabolic process; GO:0016791|phosphatase activity; GO:0009987|cellular process; GO:0042578|phosphoric ester hydrolase activity; GO:0004721|phosphoprotein phosphatase activity; GO:0016311|dephosphorylation; GO:0008152|metabolic process;",PF00782|DSPc;,Ophio5|1716,2.91E-06,0.0136888,NA
OC8,215.28,NA,GQ602_000879,methyltransferase type 12,no,no,yes,NA,0.335266116,yes,NA,NA,NA,NA,Ophcf2|00879,"GO:0003824|catalytic activity; GO:0016741|transferase activity, transferring one-carbon groups; GO:0008168|methyltransferase activity; GO:0016740|transferase activity; GO:0003674|molecular_function;",PF13649|Methyltransf_25; PF08242|Methyltransf_12; PF13489|Methyltransf_23; PF08241|Methyltransf_11;,Ophio5|4284,0.018933019,0.002997003,NA
OC8,214.66,NA,GQ602_005841,Sphingomyelin phosphodiesterase,no,no,yes,down,6.023820421,yes,NA,NA,NA,NA,Ophcf2|05841,GO:0003824|catalytic activity; GO:0003674|molecular_function; GO:0016787|hydrolase activity;,PF00149|Metallophos;,Ophio5|4173,9.72E-18,0.000999001,NA
OC8,213.79,NA,GQ602_005895,proline dehydrogenase,yes,no,yes,NA,0.779746146,yes,NA,NA,NA,NA,Ophcf2|05895,NA,PF01619|Pro_dh;,Ophio5|4861,0.000497122,0.03420442,NA
OC8,213.09,NA,GQ602_005988,Eukaryotic translation initiation factor 3 subunit L,no,no,no,NA,0.021884712,yes,NA,NA,NA,2;,Ophcf2|05988,"GO:0003743|translation initiation factor activity; GO:0045182|translation regulator activity; GO:0005488|binding; GO:0005575|cellular_component; GO:0097159|organic cyclic compound binding; GO:0044424|intracellular part; GO:0003674|molecular_function; GO:0005852|eukaryotic translation initiation factor 3 complex; GO:0003723|RNA binding; GO:0044444|cytoplasmic part; GO:0044464|cell part; GO:0090079|translation regulator activity, nucleic acid binding; GO:0032991|protein-containing complex; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0005737|cytoplasm; GO:0008135|translation factor activity, RNA binding;",PF10255|Paf67;,Ophio5|6584,0.876846329,0.0136888,NA
OC8,212.5,NA,GQ602_000660,fumarylacetoacetase,no,no,no,NA,0.029141577,yes,NA,NA,NA,NA,Ophcf2|00660,"GO:0043436|oxoacid metabolic process; GO:0003674|molecular_function; GO:0019752|carboxylic acid metabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016787|hydrolase activity; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0006082|organic acid metabolic process; GO:0006725|cellular aromatic compound metabolic process; GO:0003824|catalytic activity; GO:0044281|small molecule metabolic process; GO:0004334|fumarylacetoacetase activity; GO:0044238|primary metabolic process; GO:0006520|cellular amino acid metabolic process; GO:0016822|hydrolase activity, acting on acid carbon-carbon bonds; GO:0008150|biological_process; GO:0016823|hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances; GO:1901360|organic cyclic compound metabolic process; GO:0009072|aromatic amino acid family metabolic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process;",PF09298|FAA_hydrolase_N; PF01557|FAA_hydrolase;,Ophio5|6883,0.910660744,0.00842621,NA
OC8,212.37,NA,GQ602_001460,Ribose-phosphate pyrophosphokinase 3,no,no,yes,NA,0.008877386,yes,NA,NA,NA,NA,Ophcf2|01460,"GO:0009116|nucleoside metabolic process; GO:0016778|diphosphotransferase activity; GO:0018130|heterocycle biosynthetic process; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0004749|ribose phosphate diphosphokinase activity; GO:0009117|nucleotide metabolic process; GO:0005488|binding; GO:0000287|magnesium ion binding; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0055086|nucleobase-containing small molecule metabolic process; GO:0043167|ion binding; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0046483|heterocycle metabolic process; GO:0003824|catalytic activity; GO:1901135|carbohydrate derivative metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0006796|phosphate-containing compound metabolic process; GO:0009165|nucleotide biosynthetic process; GO:0044281|small molecule metabolic process; GO:0043169|cation binding; GO:1901293|nucleoside phosphate biosynthetic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:1901657|glycosyl compound metabolic process; GO:0006753|nucleoside phosphate metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0006793|phosphorus metabolic process; GO:0046872|metal ion binding; GO:0016740|transferase activity; GO:0019637|organophosphate metabolic process; GO:0008150|biological_process; GO:0090407|organophosphate biosynthetic process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process;",PF00156|Pribosyltran; PF14572|Pribosyl_synth; PF13793|Pribosyltran_N;,Ophio5|7509,0.923629124,0.000999001,NA
