module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_brain_head_cluster1,for24_nur8,ocflo_UP,ocflo_DOWN,beau_UP,beau_DOWN,rhy24_control,rhy24_ocflo_inf,rhy24_beau_inf,signalP,TMHMM,GOs,pfams
C22,53.36,NA,LOC105250866,eukaryotic translation initiation factor 3 subunit F,no,no,no,no,no,no,no,no,no,0,0,GO:0003743|translation initiation factor activity; GO:0005852|eukaryotic translation initiation factor 3 complex; GO:0006413|translational initiation; GO:0031369|translation initiation factor binding,PF13012|Maintenance of mitochondrial structure and function; PF01398|JAB1/Mov34/MPN/PAD-1 ubiquitin protease
C22,53.31,NA,LOC105257767,uncharacterized protein LOC105257767,no,yes,no,no,no,no,no,no,no,1,1,GO:0016021|integral component of membrane,PF06809|Neural proliferation differentiation control-1 protein (NPDC1)
C22,53.3,NA,LOC105259159,aquaporin AQPAn.G isoform X1,no,no,no,no,no,no,no,no,no,0,6,GO:0015267|channel activity; GO:0016020|membrane; GO:0055085|transmembrane transport,PF00230|Major intrinsic protein
C22,53.28,NA,LOC112637168,,no,no,no,no,no,no,no,no,no,,,,
C22,53.21,NA,LOC105253714,bromodomain-containing protein 7 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF12024|Domain of unknown function (DUF3512); PF00439|Bromodomain
C22,53.21,NA,LOC105258634,elongation of very long chain fatty acids protein AAEL008004,no,no,no,no,no,no,no,no,no,0,7,GO:0016021|integral component of membrane,PF01151|GNS1/SUR4 family
C22,53.13,NA,LOC105255707,DBIRD complex subunit ZNF326 isoform X2,no,no,no,no,no,no,no,no,no,0,0,,
C22,53.06,NA,LOC105259184,uncharacterized protein LOC105259184 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0003677|DNA binding,PF01388|ARID/BRIGHT DNA binding domain
C22,52.95,NA,LOC105248689,chitinase-3-like protein 1,no,no,no,no,no,no,no,no,no,1,0,GO:0005576|extracellular region; GO:0005975|carbohydrate metabolic process; GO:0006030|chitin metabolic process; GO:0008061|chitin binding,PF01607|Chitin binding Peritrophin-A domain; PF00704|Glycosyl hydrolases family 18
C22,52.81,NA,LOC105253136,pancreatic triacylglycerol lipase-like,no,no,no,no,no,no,no,no,no,1,0,GO:0052689|carboxylic ester hydrolase activity,PF00151|Lipase
C22,52.73,NA,LOC105257517,,no,no,yes,no,no,no,no,no,no,,,,
C22,52.63,NA,LOC105257622,ER membrane protein complex subunit 10,no,no,no,no,no,no,no,no,yes,0,1,,
C22,52.61,NA,LOC105258960,TBC1 domain family member 20,no,no,no,no,no,no,no,no,no,0,0,,PF00566|Rab-GTPase-TBC domain
C22,52.56,NA,LOC105258188,stromal membrane-associated protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0005096|GTPase activator activity,PF01412|Putative GTPase activating protein for Arf
C22,52.45,NA,LOC105253012,"beta-1,3-glucan-binding protein-like isoform X1",no,no,no,no,no,no,no,no,no,0,0,"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975|carbohydrate metabolic process; GO:0030246|carbohydrate binding",PF00722|Glycosyl hydrolases family 16; PF15886|Carbohydrate binding domain (family 32)
C22,52.42,NA,LOC105253371,multifunctional protein ADE2 isoform X2,no,no,yes,no,no,yes,no,no,yes,0,0,GO:0006189|'de novo' IMP biosynthetic process,PF01259|SAICAR synthetase; PF00731|AIR carboxylase
C22,52.42,NA,LOC105259120,uncharacterized protein LOC105259120,no,no,no,no,no,no,no,no,no,3,0,,
C22,52.39,NA,LOC105253292,transcriptional regulator ERG homolog isoform X2,no,no,no,no,no,no,no,no,no,0,0,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated; GO:0043565|sequence-specific DNA binding",PF00178|Ets-domain
C22,52.32,NA,LOC105251935,GTP-binding protein 128up,no,no,no,no,no,no,no,no,no,0,0,GO:0005525|GTP binding,PF16897|C-terminal region of MMR_HSR1 domain; PF02824|TGS domain; PF01926|50S ribosome-binding GTPase
C22,52.29,NA,LOC105252163,leucine-rich repeat-containing G-protein coupled receptor 5-like,no,no,no,no,no,no,no,no,no,1,0,GO:0005515|protein binding,PF13855|Leucine rich repeat; PF13855|Leucine rich repeat
C22,52.23,NA,LOC105256704,protein OPI10 homolog,no,no,no,no,no,no,no,no,no,0,0,,PF05603|Protein of unknown function (DUF775)
C22,52.23,NA,LOC105259426,solute carrier organic anion transporter family member 3A1,no,yes,no,no,no,no,no,no,no,0,11,GO:0005515|protein binding; GO:0016020|membrane; GO:0055085|transmembrane transport,PF03137|Organic Anion Transporter Polypeptide (OATP) family; PF07648|Kazal-type serine protease inhibitor domain
C22,52.2,NA,LOC105249788,E3 ubiquitin-protein ligase synoviolin B isoform X1,no,no,no,no,no,no,no,no,no,0,6,GO:0000836|Hrd1p ubiquitin ligase complex; GO:0016567|protein ubiquitination; GO:0030433|ubiquitin-dependent ERAD pathway; GO:0061630|ubiquitin protein ligase activity,PF13639|Ring finger domain
C22,52.19,NA,LOC105251371,clustered mitochondria protein homolog,no,no,no,no,no,no,no,no,no,0,0,,"PF12807|Translation initiation factor eIF3 subunit 135; PF13236|Clustered mitochondria; PF15044|Mitochondrial function, CLU-N-term; PF05303|Protein of unknown function (DUF727); PF13424|Tetratricopeptide repeat; PF13374|Tetratricopeptide repeat"
C22,52.18,NA,LOC105248491,"adenylate cyclase, terminal-differentiation specific",no,no,yes,no,no,yes,no,no,no,2,0,,
C22,52.18,NA,LOC105256952,pigment-dispersing hormone peptides,no,no,no,no,no,no,yes,no,no,1,0,GO:0005179|hormone activity; GO:0005576|extracellular region; GO:0009416|response to light stimulus,PF06324|Pigment-dispersing hormone (PDH)
C22,52.14,NA,LOC105253645,innexin shaking-B isoform X2,no,no,yes,no,no,no,no,no,yes,0,3,,PF00876|Innexin
C22,52.09,NA,LOC105258861,forkhead box protein K1 isoform X2,no,yes,no,no,no,no,no,no,no,0,0,"GO:0003700|DNA-binding transcription factor activity; GO:0005515|protein binding; GO:0006355|regulation of transcription, DNA-templated; GO:0043565|sequence-specific DNA binding",PF00250|Forkhead domain; PF00498|FHA domain
C22,52.06,NA,LOC105253441,"grpE protein homolog, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0000774|adenyl-nucleotide exchange factor activity; GO:0006457|protein folding; GO:0042803|protein homodimerization activity; GO:0051087|chaperone binding,PF01025|GrpE
C22,52.06,NA,LOC105258500,trifunctional purine biosynthetic protein adenosine-3,no,no,no,no,no,no,no,no,yes,0,0,"GO:0004637|phosphoribosylamine-glycine ligase activity; GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity; GO:0006189|'de novo' IMP biosynthetic process; GO:0009113|purine nucleobase biosynthetic process; GO:0016742|hydroxymethyl-, formyl- and related transferase activity","PF02843|Phosphoribosylglycinamide synthetase, C domain; PF00586|AIR synthase related protein, N-terminal domain; PF02769|AIR synthase related protein, C-terminal domain; PF01071|Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain; PF02844|Phosphoribosylglycinamide synthetase, N domain; PF00551|Formyl transferase"
C22,51.95,NA,LOC105251286,centrosome-associated zinc finger protein CP190,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding; GO:0005515|protein binding,"PF00651|BTB/POZ domain; PF00096|Zinc finger, C2H2 type"
C22,51.93,NA,LOC105248377,protein-glutamate O-methyltransferase isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0051998|protein carboxyl O-methyltransferase activity,PF01937|Protein of unknown function DUF89
C22,51.88,NA,LOC105255637,discoidin domain-containing receptor 2,no,no,no,no,no,no,no,no,no,0,1,GO:0004672|protein kinase activity; GO:0006468|protein phosphorylation,PF00754|F5/8 type C domain; PF07714|Protein tyrosine kinase
C22,51.85,NA,LOC105257676,cdc42 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0003924|GTPase activity; GO:0005525|GTP binding,PF00071|Ras family
C22,51.69,NA,LOC105252146,beta-glucuronidase isoform X1,no,no,no,no,no,no,no,no,no,0,0,"GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975|carbohydrate metabolic process","PF00703|Glycosyl hydrolases family 2; PF02836|Glycosyl hydrolases family 2, TIM barrel domain; PF02837|Glycosyl hydrolases family 2, sugar binding domain"
C22,51.35,NA,LOC105250580,uncharacterized protein LOC105250580,no,no,no,no,no,no,no,no,no,2,0,,
C22,51.13,NA,LOC105253975,uncharacterized protein LOC105253975,no,no,no,no,no,yes,no,no,no,3,0,,PF00135|Carboxylesterase family; PF00135|Carboxylesterase family
C22,51.1,NA,LOC105257935,protein borderless isoform X2,no,no,no,no,no,no,no,no,no,1,2,GO:0005515|protein binding,PF13927|Immunoglobulin domain; PF13927|Immunoglobulin domain; PF07679|Immunoglobulin I-set domain; PF00041|Fibronectin type III domain; PF00041|Fibronectin type III domain
C22,51.09,NA,LOC105251285,zinc finger CCHC-type and RNA-binding motif-containing protein 1,no,yes,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,"PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
C22,51.01,NA,LOC105252109,resistance to inhibitors of cholinesterase protein 3 isoform X1,no,no,no,no,no,no,no,no,no,0,1,,
C22,50.99,NA,LOC105257835,interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog,no,no,no,no,no,no,no,no,no,0,0,,PF00035|Double-stranded RNA binding motif; PF00035|Double-stranded RNA binding motif
C22,50.97,NA,LOC105251702,leucine-zipper-like transcriptional regulator 1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,"PF13854|Kelch motif; PF13418|Galactose oxidase, central domain; PF13964|Kelch motif; PF00651|BTB/POZ domain; PF00651|BTB/POZ domain; PF13415|Galactose oxidase, central domain"
C22,50.96,NA,LOC105251323,peroxidase isoform X5,no,no,no,no,no,no,no,no,no,0,0,GO:0004601|peroxidase activity; GO:0042600|chorion,PF03098|Animal haem peroxidase
C22,50.94,NA,LOC105249505,UPF0587 protein C1orf123,no,no,no,no,no,no,no,no,no,0,0,,PF05907|Eukaryotic protein of unknown function (DUF866)
C22,50.78,NA,LOC105258944,15-hydroxyprostaglandin dehydrogenase,no,no,no,no,no,no,no,no,no,0,1,,PF00106|short chain dehydrogenase
C22,50.71,NA,LOC105250397,uncharacterized protein LOC105250397 isoform X1,no,no,no,no,no,no,no,no,no,0,1,,PF00100|Zona pellucida-like domain
C22,50.67,NA,LOC105252213,aminoacylase-1,no,no,no,no,no,no,no,no,yes,0,0,GO:0016787|hydrolase activity,PF07687|Peptidase dimerisation domain; PF01546|Peptidase family M20/M25/M40
C22,50.6,NA,LOC105258979,tyrosine-protein phosphatase non-receptor type 23,no,no,no,no,no,no,no,no,no,0,0,GO:0004725|protein tyrosine phosphatase activity; GO:0005515|protein binding; GO:0006470|protein dephosphorylation,PF13949|ALIX V-shaped domain binding to HIV; PF03097|BRO1-like domain; PF00102|Protein-tyrosine phosphatase
C22,50.54,NA,LOC105253666,uracil phosphoribosyltransferase homolog,no,no,no,no,no,no,no,no,no,0,0,,PF14681|Uracil phosphoribosyltransferase
C22,50.52,NA,LOC105251218,sphingomyelin synthase-related 1,no,no,no,no,no,no,no,no,no,0,6,GO:0005515|protein binding,PF00536|SAM domain (Sterile alpha motif); PF14360|PAP2 superfamily C-terminal
C22,50.5,NA,LOC105254578,"ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0071949|FAD binding,PF01494|FAD binding domain
C22,50.46,NA,LOC105252550,WASH complex subunit 4 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0071203|WASH complex,"PF14744|WASH complex subunit 7; PF14745|WASH complex subunit 7, N-terminal; PF14746|WASH complex subunit 7, C-terminal"
C22,50.38,NA,LOC105254356,uncharacterized protein LOC105254356 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF13602|Zinc-binding dehydrogenase
C22,50.32,NA,LOC105259141,uncharacterized protein LOC105259141,no,yes,no,no,no,no,no,no,no,0,2,,
C22,50.16,NA,LOC105255105,pre-mRNA-splicing factor CWC22 homolog,no,yes,no,no,no,no,no,no,no,0,0,,PF02847|MA3 domain
C22,50.14,NA,LOC105250691,uncharacterized protein LOC105250691 isoform X3,no,no,no,no,no,no,no,no,no,1,1,GO:0016021|integral component of membrane; GO:0038023|signaling receptor activity,PF07850|Renin receptor-like protein
C22,50.12,NA,LOC105250036,NHL repeat-containing protein 2,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF01436|NHL repeat; PF01436|NHL repeat; PF13905|Thioredoxin-like
C22,50.07,NA,LOC105257104,uncharacterized protein LOC105257104,no,no,no,no,no,no,no,no,no,0,0,,PF10273|Pre-rRNA-processing protein TSR2
C22,50.05,NA,LOC109610291,,no,no,no,no,no,no,no,no,no,,,,
C22,49.98,NA,LOC105250645,uncharacterized protein LOC105250645,no,no,no,no,no,no,no,no,no,0,0,GO:0055114|oxidation-reduction process,PF08240|Alcohol dehydrogenase GroES-like domain; PF00107|Zinc-binding dehydrogenase
C22,49.95,NA,LOC105259573,"iron-sulfur cluster assembly 2 homolog, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,,PF01521|Iron-sulphur cluster biosynthesis
C22,49.89,NA,LOC105259386,protein kish-A,no,no,no,no,no,no,no,no,no,0,2,,PF06842|Protein of unknown function (DUF1242)
C22,49.83,NA,LOC105253418,V-type proton ATPase 16 kDa proteolipid subunit,no,no,no,no,no,no,yes,no,no,0,4,"GO:0015078|proton transmembrane transporter activity; GO:0033177|proton-transporting two-sector ATPase complex, proton-transporting domain; GO:1902600|proton transmembrane transport",PF00137|ATP synthase subunit C; PF00137|ATP synthase subunit C
C22,49.8,NA,LOC105255753,egl nine homolog 2 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process,PF01753|MYND finger; PF13640|2OG-Fe(II) oxygenase superfamily
C22,49.76,NA,LOC105249714,SUMO-activating enzyme subunit 2,no,no,no,no,no,no,no,no,no,0,0,GO:0016925|protein sumoylation; GO:0019948|SUMO activating enzyme activity,PF14732|Ubiquitin/SUMO-activating enzyme ubiquitin-like domain; PF10585|Ubiquitin-activating enzyme active site; PF00899|ThiF family
C22,49.64,NA,LOC105250340,COP9 signalosome complex subunit 3,no,no,no,no,no,no,no,no,no,0,0,GO:0008180|COP9 signalosome,PF01399|PCI domain
C22,49.56,NA,LOC105254494,protein Malvolio isoform X1,no,no,no,no,no,no,no,no,no,0,10,GO:0016020|membrane; GO:0030001|metal ion transport; GO:0046873|metal ion transmembrane transporter activity,PF01566|Natural resistance-associated macrophage protein
C22,49.38,NA,LOC105248448,tankyrase isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003950|NAD+ ADP-ribosyltransferase activity; GO:0005515|protein binding; GO:0016055|Wnt signaling pathway; GO:0032212|positive regulation of telomere maintenance via telomerase; GO:0051225|spindle assembly,PF13637|Ankyrin repeats (many copies); PF13637|Ankyrin repeats (many copies); PF00644|Poly(ADP-ribose) polymerase catalytic domain; PF13857|Ankyrin repeats (many copies); PF13857|Ankyrin repeats (many copies); PF13857|Ankyrin repeats (many copies); PF13606|Ankyrin repeat; PF12796|Ankyrin repeats (3 copies); PF12796|Ankyrin repeats (3 copies); PF12796|Ankyrin repeats (3 copies); PF07647|SAM domain (Sterile alpha motif)
C22,49.14,NA,LOC105254641,ATP synthase mitochondrial F1 complex assembly factor 2 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0043461|proton-transporting ATP synthase complex assembly,PF07542|ATP12 chaperone protein
C22,49.11,NA,LOC105250241,uncharacterized protein LOC105250241,no,no,no,no,no,no,no,no,no,0,2,,
C22,49.04,NA,LOC105255323,,no,no,no,no,no,no,no,no,yes,,,,
C22,49,NA,LOC105249517,polyamine-modulated factor 1-binding protein 1,no,no,no,no,no,no,no,no,no,0,0,,
C22,48.97,NA,LOC105248403,Golgi phosphoprotein 3 homolog sauron,no,no,no,no,no,no,no,no,no,0,0,GO:0070273|phosphatidylinositol-4-phosphate binding,PF05719|Golgi phosphoprotein 3 (GPP34)
C22,48.9,NA,LOC105259316,regulator of microtubule dynamics protein 1,no,no,no,no,no,no,no,no,yes,0,0,,
C22,48.86,NA,LOC105252255,von Hippel-Lindau disease tumor suppressor,no,no,no,no,no,no,no,no,no,0,0,,PF01847|VHL beta domain
C22,48.83,NA,LOC105256500,uncharacterized protein LOC105256500,no,no,no,no,no,no,no,no,no,2,1,,
C22,48.75,NA,LOC105255099,pre-mRNA-splicing factor SYF1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF13181|Tetratricopeptide repeat
C22,48.68,NA,LOC105250016,dnaJ homolog subfamily C member 3,no,no,no,no,no,no,no,no,no,1,0,,PF00226|DnaJ domain; PF13414|TPR repeat; PF07719|Tetratricopeptide repeat
C22,48.55,NA,LOC105253323,glutamic acid-rich protein-like,no,no,yes,no,no,yes,no,no,no,3,0,,
C22,48.43,NA,LOC105251540,rho GTPase-activating protein 26 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding; GO:0007165|signal transduction,PF00620|RhoGAP domain; PF14604|Variant SH3 domain; PF16746|BAR domain of APPL family; PF00169|PH domain
C22,48.34,NA,LOC105251938,calcium homeostasis endoplasmic reticulum protein isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0006396|RNA processing; GO:0006874|cellular calcium ion homeostasis,PF01585|G-patch domain; PF01805|Surp module; PF04818|RNA polymerase II-binding domain.
C22,48.3,NA,LOC105256089,mitochondrial folate transporter/carrier,no,no,no,no,no,no,no,no,no,0,4,,PF00153|Mitochondrial carrier protein; PF00153|Mitochondrial carrier protein; PF00153|Mitochondrial carrier protein
C22,48.23,NA,LOC105259155,protein obstructor-E-like,no,no,no,no,no,no,no,no,no,1,0,GO:0005576|extracellular region; GO:0006030|chitin metabolic process; GO:0008061|chitin binding,PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain; PF01607|Chitin binding Peritrophin-A domain
C22,48.11,NA,LOC105248420,retinal-specific ATP-binding cassette transporter,no,no,no,no,no,no,no,no,no,0,14,GO:0005524|ATP binding; GO:0016021|integral component of membrane; GO:0016887|ATPase activity; GO:0042626|ATPase-coupled transmembrane transporter activity; GO:0055085|transmembrane transport,PF12698|ABC-2 family transporter protein; PF00005|ABC transporter; PF00005|ABC transporter
C22,48.04,NA,LOC105251685,uncharacterized protein LOC105251685,no,no,no,no,no,no,yes,no,no,0,12,,PF10277|Frag1/DRAM/Sfk1 family; PF10277|Frag1/DRAM/Sfk1 family
C22,48.03,NA,LOC105249254,uncharacterized protein LOC105249254 isoform X1,no,no,no,no,no,no,no,no,no,0,10,GO:0016021|integral component of membrane,PF00209|Sodium:neurotransmitter symporter family
C22,48.03,NA,LOC105250777,solute carrier family 25 member 40,no,no,no,no,no,no,no,no,no,0,4,,PF00153|Mitochondrial carrier protein; PF00153|Mitochondrial carrier protein; PF00153|Mitochondrial carrier protein
C22,48,NA,LOC105251715,uncharacterized protein LOC105251715,no,no,no,no,no,no,no,no,no,2,0,,PF00059|Lectin C-type domain
C22,47.95,NA,LOC105247768,origin recognition complex subunit 2,no,no,no,no,no,no,no,no,no,0,0,GO:0000808|origin recognition complex; GO:0005634|nucleus; GO:0006260|DNA replication,PF04084|Origin recognition complex subunit 2
C22,47.91,NA,LOC105254176,cathepsin L1,no,no,no,no,no,no,no,no,no,1,1,GO:0006508|proteolysis; GO:0008234|cysteine-type peptidase activity,PF00112|Papain family cysteine protease; PF08246|Cathepsin propeptide inhibitor domain (I29)
C22,47.81,NA,LOC105258588,UPF0547 protein C16orf87,no,no,no,no,no,no,no,no,no,0,0,,PF10571|Uncharacterised protein family UPF0547
C22,47.8,NA,LOC105248447,uncharacterized protein LOC105248447,no,no,no,no,no,no,no,no,no,0,0,,
C22,47.76,NA,LOC105253304,anamorsin homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0005737|cytoplasm; GO:0016226|iron-sulfur cluster assembly; GO:0051536|iron-sulfur cluster binding,"PF05093|Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis; PF05093|Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis"
C22,47.7,NA,LOC105248504,phosphatidylinositol transfer protein alpha isoform,no,no,no,no,no,no,no,no,yes,0,0,GO:0005548|phospholipid transporter activity; GO:0015914|phospholipid transport,PF02121|Phosphatidylinositol transfer protein
C22,47.67,NA,LOC105250271,SAP30-binding protein,no,yes,no,no,no,no,no,no,no,0,0,"GO:0006355|regulation of transcription, DNA-templated",PF07818|HCNGP-like protein
C22,47.66,NA,LOC105250971,uncharacterized protein LOC105250971 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,
C22,47.66,NA,LOC105255733,protein lifeguard 3 isoform X1,no,no,no,no,no,no,no,no,no,0,7,,PF01027|Inhibitor of apoptosis-promoting Bax1
