"gene_name","GOs","pfams","signalP","TMHMM","sc16a_ccl_up_down","sc16a_ccd_up_down","ccl_ccd_up_down"
"Ophio5|342","","PF08238.7|Sel1;PF08238.7|Sel1;PF08238.7|Sel1","",NA,"Down","Down","Down"
"Ophio5|3420","","PF08589.5|DUF1770","",NA,"Up","Up","Down"
"Ophio5|3421","","PF03464.10|eRF1_2;PF03465.10|eRF1_3;PF03463.10|eRF1_1","",NA,"Up","Up","Down"
"Ophio5|3422","","","",NA,"Down","Down","Up"
"Ophio5|3423","GO:0051603|proteolysis involved in cellular protein catabolic process;GO:0005839|proteasome core complex;GO:0004298|threonine-type endopeptidase activity","PF00227.21|Proteasome","",NA,"Up","Up","Up"
"Ophio5|3424","","PF00814.20|Peptidase_M22;PF00814.20|Peptidase_M22","",NA,"Down","Down","Up"
"Ophio5|3425","","","",1,"Up","Up","Down"
"Ophio5|3426","","","",NA,"Down","Down","Down"
"Ophio5|3427","GO:0016021|integral component of membrane;GO:0016758|transferase activity, transferring hexosyl groups","PF05637.7|Glyco_transf_34","",1,"Up","Up","Down"
"Ophio5|3428","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF00722.16|Glyco_hydro_16","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|3429","","","",NA,"Down","Up","Up"
"Ophio5|343","GO:0051603|proteolysis involved in cellular protein catabolic process;GO:0005839|proteasome core complex;GO:0004298|threonine-type endopeptidase activity","PF00227.21|Proteasome;PF12465.3|Pr_beta_C","",NA,"Up","Up","Up"
"Ophio5|3430","","","",1,"Down","Down","Up"
"Ophio5|3431","GO:0016021|integral component of membrane;GO:0016758|transferase activity, transferring hexosyl groups","PF05637.7|Glyco_transf_34;PF03407.11|Nucleotid_trans","",1,"Up","Down","Down"
"Ophio5|3432","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|3433","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus","PF00172.13|Zn_clus","",NA,"Down","Down","Down"
"Ophio5|3434","GO:0016020|membrane","PF02487.12|CLN3;PF02487.12|CLN3","",10,"Down","Down","Down"
"Ophio5|3435","GO:0004408|holocytochrome-c synthase activity;GO:0005739|mitochondrion","PF01265.12|Cyto_heme_lyase","",NA,"Down","Up","Up"
"Ophio5|3436","","PF04884.9|DUF647","",NA,"Up","Up","Up"
"Ophio5|3437","GO:0005524|ATP binding","PF00288.21|GHMP_kinases_N","",NA,"Down","Down","Up"
"Ophio5|3438","","PF05572.8|Peptidase_M43","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|3439","","PF05916.6|Sld5","",NA,"Up","Up","Down"
"Ophio5|344","","","",NA,"Up","Up","Up"
"Ophio5|3440","","","",2,"Up","Up","Down"
"Ophio5|3441","","","",NA,"Down","Up","Up"
"Ophio5|3442","","PF12519.3|DUF3722","",NA,"Up","Down","Down"
"Ophio5|3443","GO:0030001|metal ion transport;GO:0046873|metal ion transmembrane transporter activity;GO:0016020|membrane;GO:0055085|transmembrane transport","PF02535.17|Zip","",8,"Down","Down","Down"
"Ophio5|3444","GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular","PF01090.14|Ribosomal_S19e","",NA,"Up","Up","Up"
"Ophio5|3445","","","",NA,"Up","Up","Down"
"Ophio5|3446","","PF12828.2|PXB;PF12825.2|DUF3818","",NA,"Up","Down","Down"
"Ophio5|3447","","PF14613.1|DUF4449","",NA,"Down","Down","Up"
"Ophio5|3448","","","",NA,"Up","Up","Down"
"Ophio5|3449","GO:0005515|protein binding","PF01398.16|JAB;PF14464.1|Prok-JAB","",NA,"Down","Down","Down"
"Ophio5|345","GO:0003899|DNA-directed RNA polymerase activity;GO:0046983|protein dimerization activity;GO:0006351|transcription, DNA-templated","PF01000.21|RNA_pol_A_bac;PF01193.19|RNA_pol_L","",NA,"Up","Up","Up"
"Ophio5|3450","GO:0005524|ATP binding","PF08740.6|BCS1_N;PF00004.24|AAA","",NA,"Up","Down","Down"
"Ophio5|3451","GO:0019836|hemolysis by symbiont of host erythrocytes","PF06355.8|Aegerolysin","",NA,"Up","Up","Down"
"Ophio5|3452","","","SignalP: has predicted secretion signal",NA,"Up","Down","Down"
"Ophio5|3453","","","",NA,"Up","Up","Down"
"Ophio5|3454","","","",NA,"Down","Down","Up"
"Ophio5|3455","GO:0008410|CoA-transferase activity;GO:0008152|metabolic process","PF01144.18|CoA_trans;PF01144.18|CoA_trans","",NA,"Down","Down","Down"
"Ophio5|3456","","PF12697.2|Abhydrolase_6","",NA,"Down","Down","Up"
"Ophio5|3457","GO:0016627|oxidoreductase activity, acting on the CH-CH group of donors;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process;GO:0003995|acyl-CoA dehydrogenase activity;GO:0050660|flavin adenine dinucleotide binding","PF00441.19|Acyl-CoA_dh_1;PF02770.14|Acyl-CoA_dh_M;PF02771.11|Acyl-CoA_dh_N","",NA,"Down","Down","Down"
"Ophio5|3458","","","SignalP: has predicted secretion signal",NA,"Up","Down","Down"
"Ophio5|3459","","","",NA,"Up","Up","Down"
"Ophio5|346","GO:0016881|acid-amino acid ligase activity;GO:0008641|small protein activating enzyme activity;GO:0045116|protein neddylation;GO:0006464|cellular protein modification process;GO:0005524|ATP binding;GO:0003824|catalytic activity","PF00899.16|ThiF;PF08825.5|E2_bind;PF02134.16|UBACT;PF10585.4|UBA_e1_thiolCys","",NA,"Up","Up","Up"
"Ophio5|3460","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|3461","","","",NA,"Up","Up","Down"
"Ophio5|3462","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|3463","","","",NA,"Down","Down","Up"
"Ophio5|3464","","","",NA,"Up","Up","Down"
"Ophio5|3465","GO:0016787|hydrolase activity","PF00149.23|Metallophos","",NA,"Down","Down","Down"
"Ophio5|3466","","","",NA,"Down","Down","Up"
"Ophio5|3467","","PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr","",NA,"Up","Up","Up"
"Ophio5|3468","","","",NA,"Down","Down","Up"
"Ophio5|3469","","PF10176.4|DUF2370","",2,"Down","Down","Down"
"Ophio5|347","","PF10193.4|Telomere_reg-2","",NA,"Down","Up","Up"
"Ophio5|3470","GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;GO:0006464|cellular protein modification process","PF01135.14|PCMT","",NA,"Down","Down","Up"
"Ophio5|3471","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Up"
"Ophio5|3472","","","",NA,"Down","Down","Down"
"Ophio5|3473","","","",2,"Down","Down","Up"
"Ophio5|3474","","","",NA,"Down","Down","Down"
"Ophio5|3475","GO:0043631|RNA polyadenylation;GO:0004652|polynucleotide adenylyltransferase activity","PF13563.1|2_5_RNA_ligase2;PF04457.7|DUF504;PF04928.12|PAP_central;PF03372.18|Exo_endo_phos","",NA,"Up","Up","Down"
"Ophio5|3476","","PF00144.19|Beta-lactamase","",NA,"Up","Up","Down"
"Ophio5|3477","","","",NA,"Down","Down","Up"
"Ophio5|3478","","","",NA,"Up","Down","Down"
"Ophio5|3479","GO:0004435|phosphatidylinositol phospholipase C activity;GO:0006629|lipid metabolic process;GO:0007165|signal transduction;GO:0035556|intracellular signal transduction","PF00388.14|PI-PLC-X;PF00387.14|PI-PLC-Y","",NA,"Up","Down","Down"
"Ophio5|348","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr","",NA,"Up","Down","Down"
"Ophio5|3480","","","",NA,"Up","Up","Down"
"Ophio5|3481","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF01301.14|Glyco_hydro_35;PF10435.4|BetaGal_dom2;PF13364.1|BetaGal_dom4_5;PF13363.1|BetaGal_dom3","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|3482","","","",NA,"Down","Down","Up"
"Ophio5|3483","","PF04478.7|Mid2","",1,"Down","Down","Up"
"Ophio5|3484","","","",NA,"Down","Down","Up"
"Ophio5|3485","","","",NA,"Up","Up","Up"
"Ophio5|3486","GO:0006508|proteolysis;GO:0004190|aspartic-type endopeptidase activity","PF00026.18|Asp;PF14541.1|TAXi_C","SignalP: has predicted secretion signal",1,"Down","Up","Up"
"Ophio5|3487","","PF00012.15|HSP70;PF00012.15|HSP70","",1,"Down","Down","Down"
"Ophio5|3488","","","",NA,"Down","Down","Down"
"Ophio5|3489","GO:0043565|sequence-specific DNA binding;GO:0005622|intracellular","PF00808.18|CBFD_NFYB_HMF","",NA,"Up","Up","Down"
"Ophio5|349","","","",NA,"Up","Up","Down"
"Ophio5|3490","GO:0016272|prefoldin complex;GO:0051082|unfolded protein binding;GO:0006457|protein folding","PF01920.15|Prefoldin_2","",NA,"Down","Down","Up"
"Ophio5|3491","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0022857|transmembrane transporter activity","PF07690.11|MFS_1;PF00083.19|Sugar_tr","",12,"Down","Down","Down"
"Ophio5|3492","","","",NA,"Up","Down","Down"
"Ophio5|3493","GO:0008270|zinc ion binding;GO:0003871|5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity;GO:0009086|methionine biosynthetic process;GO:0008652|cellular amino acid biosynthetic process","PF01717.13|Meth_synt_2;PF08267.7|Meth_synt_1;PF08267.7|Meth_synt_1","",NA,"Up","Up","Up"
"Ophio5|3494","","","",NA,"Up","Up","Down"
"Ophio5|3495","","PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr","",NA,"Down","Up","Up"
"Ophio5|3496","GO:0005576|extracellular region;GO:0009405|pathogenesis;GO:0003824|catalytic activity","PF01375.12|Enterotoxin_a","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|3497","","","",NA,"=","=","="
"Ophio5|3498","","PF03853.10|YjeF_N","",NA,"Down","Down","Down"
"Ophio5|3499","","PF01753.13|zf-MYND","",NA,"Up","Down","Down"
"Ophio5|35","","PF13772.1|AIG2_2","",2,"Up","Up","Up"
"Ophio5|350","","PF07522.9|DRMBL;PF12706.2|Lactamase_B_2","",NA,"Up","Down","Down"
"Ophio5|3500","","","",NA,"Up","Down","Down"
"Ophio5|3501","GO:0003333|amino acid transmembrane transport;GO:0006810|transport;GO:0016020|membrane;GO:0055085|transmembrane transport;GO:0015171|amino acid transmembrane transporter activity","PF00324.16|AA_permease;PF13520.1|AA_permease_2","",12,"Up","Down","Down"
"Ophio5|3502","","","",NA,"Up","Up","Up"
"Ophio5|3503","GO:0016787|hydrolase activity;GO:0008152|metabolic process","PF01083.17|Cutinase","",NA,"Up","Down","Down"
"Ophio5|3504","GO:0016787|hydrolase activity;GO:0008152|metabolic process","PF01083.17|Cutinase","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|3505","GO:0003824|catalytic activity;GO:0051536|iron-sulfur cluster binding","PF04055.16|Radical_SAM","",NA,"Up","Up","Down"
"Ophio5|3506","","PF02598.12|Methyltrn_RNA_3","",NA,"Up","Up","Up"
"Ophio5|3507","GO:0006508|proteolysis;GO:0008233|peptidase activity","PF04389.12|Peptidase_M28","",NA,"Up","Up","Down"
"Ophio5|3508","GO:0006487|protein N-linked glycosylation;GO:0008250|oligosaccharyltransferase complex;GO:0016021|integral component of membrane","PF05817.9|Ribophorin_II","SignalP: has predicted secretion signal",4,"Down","Up","Up"
"Ophio5|3509","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",4,"Down","Up","Up"
"Ophio5|351","","PF01423.17|LSM","",NA,"Up","Up","Up"
"Ophio5|3510","","","",NA,"Up","Up","Up"
"Ophio5|3511","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Up"
"Ophio5|3512","","PF13002.2|LDB19","",NA,"Up","Up","Up"
"Ophio5|3513","GO:0008138|protein tyrosine/serine/threonine phosphatase activity;GO:0006470|protein dephosphorylation","PF00782.15|DSPc","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Up"
"Ophio5|3514","GO:0006629|lipid metabolic process;GO:0004806|triglyceride lipase activity","PF01764.20|Lipase_3","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Up"
"Ophio5|3515","GO:0004601|peroxidase activity","PF01328.12|Peroxidase_2","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|3516","GO:0004601|peroxidase activity;GO:0006979|response to oxidative stress;GO:0055114|oxidation-reduction process;GO:0020037|heme binding","PF00141.18|peroxidase","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|3517","","","",NA,"Up","Up","Up"
"Ophio5|3518","","","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|3519","","PF14497.1|GST_C_3;PF00043.20|GST_C","",NA,"Down","Down","Up"
"Ophio5|352","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF04003.7|Utp12","",NA,"Up","Up","Up"
"Ophio5|3520","","","",1,"Down","Down","Down"
"Ophio5|3521","","","",NA,"Down","Down","="
"Ophio5|3522","GO:0055085|transmembrane transport","PF03151.11|TPT;PF08449.6|UAA","",10,"Down","Down","Down"
"Ophio5|3523","","PF02582.9|DUF155","",1,"Up","Up","Down"
"Ophio5|3524","GO:0005096|GTPase activator activity;GO:0005515|protein binding;GO:0005099|Ras GTPase activator activity;GO:0007264|small GTPase mediated signal transduction;GO:0051056|regulation of small GTPase mediated signal transduction;GO:0005622|intracellular","PF03836.10|RasGAP_C;PF00616.14|RasGAP;PF00307.26|CH;PF00612.22|IQ","",NA,"Down","Up","Up"
"Ophio5|3525","GO:0003824|catalytic activity;GO:0008484|sulfuric ester hydrolase activity;GO:0008152|metabolic process","PF00884.18|Sulfatase;PF12411.3|Choline_sulf_C;PF01663.17|Phosphodiest;PF02995.12|DUF229","",NA,"Down","Down","Down"
"Ophio5|3526","GO:0016592|mediator complex;GO:0001104|RNA polymerase II transcription cofactor activity;GO:0006357|regulation of transcription from RNA polymerase II promoter","PF10232.4|Med8","",NA,"Up","Up","Up"
"Ophio5|3527","GO:0016627|oxidoreductase activity, acting on the CH-CH group of donors;GO:0006629|lipid metabolic process;GO:0016021|integral component of membrane;GO:0005737|cytoplasm;GO:0004671|protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity;GO:0006481|C-terminal protein methylation","PF06966.7|DUF1295;PF02544.11|Steroid_dh;PF04140.9|ICMT","",7,"Down","Down","Down"
"Ophio5|3528","","","",NA,"Down","Down","Up"
"Ophio5|3529","","","SignalP: has predicted secretion signal",NA,"Down","Down","Down"
"Ophio5|353","GO:0030833|regulation of actin filament polymerization;GO:0005856|cytoskeleton","PF04045.9|P34-Arc","",NA,"Down","Down","Up"
"Ophio5|3530","GO:0008033|tRNA processing;GO:0004540|ribonuclease activity","PF01876.11|RNase_P_p30","",NA,"Down","Down","Down"
"Ophio5|3531","","","",NA,"Down","Down","Up"
"Ophio5|3532","GO:0005975|carbohydrate metabolic process;GO:0008152|metabolic process;GO:0030259|lipid glycosylation;GO:0016758|transferase activity, transferring hexosyl groups","PF03033.15|Glyco_transf_28;PF00201.13|UDPGT","",NA,"Down","Down","Up"
"Ophio5|3533","","PF03911.11|Sec61_beta","",1,"Down","Down","Up"
"Ophio5|3534","GO:0005515|protein binding","PF03031.13|NIF","",NA,"Up","Up","Up"
"Ophio5|3535","GO:0016887|ATPase activity;GO:0006810|transport;GO:0016020|membrane;GO:0005524|ATP binding","PF06472.10|ABC_membrane_2;PF00005.22|ABC_tran","",NA,"Up","Up","Down"
"Ophio5|3536","","","",1,"Down","Down","Down"
"Ophio5|3537","GO:0005515|protein binding","PF12799.2|LRR_4;PF12799.2|LRR_4;PF12799.2|LRR_4;PF12799.2|LRR_4;PF13855.1|LRR_8;PF13855.1|LRR_8;PF13855.1|LRR_8;PF13855.1|LRR_8;PF00560.28|LRR_1;PF00560.28|LRR_1;PF00560.28|LRR_1;PF13504.1|LRR_7;PF13504.1|LRR_7;PF13504.1|LRR_7;PF13516.1|LRR_6;PF13516.1|LRR_6","",NA,"Up","Up","Down"
"Ophio5|3538","","PF12697.2|Abhydrolase_6;PF12695.2|Abhydrolase_5","",NA,"Up","Up","Up"
"Ophio5|3539","GO:0005515|protein binding","PF00651.26|BTB","",NA,"Up","Up","Up"
"Ophio5|354","GO:0003676|nucleic acid binding;GO:0016788|hydrolase activity, acting on ester bonds","PF00565.12|SNase","",NA,"Up","Up","Up"
"Ophio5|3540","GO:0005515|protein binding","PF01399.22|PCI","",NA,"Down","Down","Down"
"Ophio5|3541","GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome","PF01775.12|Ribosomal_L18ae","",NA,"Up","Up","Down"
"Ophio5|3542","","","",NA,"Down","Down","Down"
"Ophio5|3543","","","",NA,"Down","Down","="
"Ophio5|3544","","","",NA,"Down","Down","Down"
"Ophio5|3545","","PF08592.6|DUF1772","",3,"Down","Down","Up"
"Ophio5|3546","","PF00385.19|Chromo","",NA,"Up","Up","Up"
"Ophio5|3547","","PF10165.4|Ric8","",NA,"Down","Down","Down"
"Ophio5|3548","","PF12231.3|Rif1_N","",NA,"Up","Up","Down"
"Ophio5|3549","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr;PF07690.11|MFS_1;PF07690.11|MFS_1","",10,"Up","Up","Down"
"Ophio5|355","","PF12768.2|Rax2","SignalP: has predicted secretion signal",1,"Up","Up","Down"
"Ophio5|3550","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|3551","","","SignalP: has predicted secretion signal; SSP: small secreted protein",1,"Up","Down","Down"
"Ophio5|3552","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding;GO:0045454|cell redox homeostasis","PF07992.9|Pyr_redox_2;PF02852.17|Pyr_redox_dim;PF00070.22|Pyr_redox;PF13738.1|Pyr_redox_3","",NA,"Down","Up","Up"
"Ophio5|3553","GO:0005515|protein binding","PF12763.2|EF-hand_4;PF12763.2|EF-hand_4;PF12763.2|EF-hand_4;PF00627.26|UBA","",NA,"Down","Down","Up"
"Ophio5|3554","GO:0004177|aminopeptidase activity;GO:0030145|manganese ion binding","PF00557.19|Peptidase_M24;PF05195.11|AMP_N","",NA,"Up","Up","Up"
"Ophio5|3555","GO:0003676|nucleic acid binding;GO:0008270|zinc ion binding","PF08630.5|Dfp1_Him1_M;PF07535.7|zf-DBF","",NA,"Up","Up","Up"
"Ophio5|3556","","","",NA,"Up","Up","Down"
"Ophio5|3557","GO:0009058|biosynthetic process;GO:0016841|ammonia-lyase activity","PF00221.14|Lyase_aromatic","",NA,"Up","Up","Up"
"Ophio5|3558","GO:0005737|cytoplasm;GO:0000045|autophagic vacuole assembly","PF04110.8|APG12","",NA,"Down","Down","Up"
"Ophio5|3559","GO:0003864|3-methyl-2-oxobutanoate hydroxymethyltransferase activity;GO:0015940|pantothenate biosynthetic process","PF02548.10|Pantoate_transf;PF13714.1|PEP_mutase","",NA,"Down","Down","Down"
"Ophio5|356","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus","PF11951.3|Fungal_trans_2;PF00172.13|Zn_clus","",NA,"Up","Up","Down"
"Ophio5|3560","GO:0016881|acid-amino acid ligase activity","PF00179.21|UQ_con","",NA,"Down","Down","Down"
"Ophio5|3561","","PF04502.8|DUF572","",NA,"Up","Down","Down"
"Ophio5|3562","","","",NA,"=","=","="
"Ophio5|3563","","PF08386.5|Abhydrolase_4;PF00561.15|Abhydrolase_1;PF12697.2|Abhydrolase_6","SignalP: has predicted secretion signal",NA,"=","=","="
"Ophio5|3564","","PF08389.7|Xpo1","",NA,"Up","Up","Up"
"Ophio5|3565","","","",1,"Up","Up","Up"
"Ophio5|3566","GO:0016021|integral component of membrane;GO:0006950|response to stress","PF04479.8|RTA1","",7,"Up","Up","Down"
"Ophio5|3567","","","",NA,"Up","Up","Down"
"Ophio5|3568","","","",NA,"Down","Down","Up"
"Ophio5|3569","","","",NA,"Up","Up","Down"
"Ophio5|357","GO:0008324|cation transmembrane transporter activity;GO:0006812|cation transport;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF01545.16|Cation_efflux","",6,"Up","Up","Down"
"Ophio5|3570","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","="
"Ophio5|3571","GO:0005515|protein binding;GO:0035091|phosphatidylinositol binding","PF00787.19|PX;PF05739.14|SNARE","",NA,"Up","Up","Up"
"Ophio5|3572","","","",NA,"Down","Down","Down"
"Ophio5|3573","","","",2,"Up","Up","Up"
"Ophio5|3574","GO:0045482|trichodiene synthase activity;GO:0016106|sesquiterpenoid biosynthetic process","PF06330.6|TRI5","",NA,"Down","Down","Down"
"Ophio5|3575","","","",NA,"Up","Up","Down"
"Ophio5|3576","","","",1,"Up","Down","Down"
"Ophio5|3577","GO:0006508|proteolysis;GO:0004252|serine-type endopeptidase activity","PF00082.17|Peptidase_S8","",NA,"Down","Down","Down"
"Ophio5|3578","","PF13768.1|VWA_3;PF08487.5|VIT;PF13519.1|VWA_2;PF00092.23|VWA;PF13757.1|VIT_2","",NA,"Up","Up","Up"
