"ophio_gene","beau_gene","ophio_desc","beau_desc","ophcf2_protein","beau_protein","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"GQ602_005558","BBA_08860","F-box domain protein","TPR repeat-containing protein","KAF4584185.1","XP_008602179.1",0,566,0,555
"GQ602_005559","BBA_06275","Amino acid/polyamine transporter I","general amino acid permease AGP2","KAF4584186.1","XP_008599594.1",0,795,0,795
"GQ602_005560","BBA_06276","elongation factor 3","ABC transporter","KAF4584187.1","XP_008599595.1",0,1867,0,1901
"GQ602_005561","BBA_06279","glutaminyl-tRNA synthetase","glutaminyl-tRNA synthetase","KAF4584188.1","XP_008599598.1",0,1101,0,1074
"GQ602_005562","BBA_06288","macro domain-containing protein","macro domain-containing protein","KAF4584189.1","XP_008599607.1",6.5e-83,244,4.58e-83,244
"GQ602_005563","BBA_06287","potassium ion channel Yvc1","potassium ion channel Yvc1","KAF4584190.1","XP_008599606.1",0,877,0,860
"GQ602_005564","BBA_06286","AAA family ATPase","ATPase protein","KAF4584191.1","XP_008599605.1",0,872,0,895
"GQ602_005565","BBA_06285","hypothetical protein GQ602_005565","allergen Asp f 4","KAF4584192.1","XP_008599604.1",1.42e-59,191,9.34e-63,199
"GQ602_005567","BBA_06281","Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial","pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase","KAF4584194.1","XP_008599600.1",0,682,0,662
"GQ602_005568","BBA_06280","SEC7-like protein","Sec7 domain-containing protein","KAF4584195.1","XP_008599599.1",0,2847,0,2823
"GQ602_005569","BBA_06289","hypothetical protein GQ602_005569","hypothetical protein BBA_06289","KAF4584196.1","XP_008599608.1",3.68e-65,210,3.16e-57,189
"GQ602_005570","BBA_06293","hypothetical protein GQ602_005570","DNA-directed RNA polymerase III subunit RPC7, putative","KAF4584197.1","XP_008599612.1",8.79e-59,187,1.57e-78,237
"GQ602_005571","BBA_06294","nucleoporin NUP49/NSP49","nucleoporin NUP49/NSP49","KAF4584198.1","XP_008599613.1",4.45e-170,484,1.02e-162,465
"GQ602_005572","BBA_06295","Pre-mRNA polyadenylation factor Fip1","Fip1 domain-containing protein","KAF4584199.1","XP_008599614.1",3.51e-79,243,1.46e-75,233
"GQ602_005573","BBA_06298","peptidase m50B-like domain-containing protein","hypothetical protein BBA_06298","KAF4584200.1","XP_008599617.1",1.5e-142,400,2.98e-143,401
"GQ602_005574","BBA_06297","class III chitinase","chitinase-like protein","KAF4584201.1","XP_008599616.1",4.82e-155,440,2.58e-150,428
"GQ602_005576","BBA_10260","F-box domain, cyclin-like protein","hypothetical protein BBA_10260","KAF4584203.1","XP_008603579.1",4.09e-113,339,4.64e-121,359
"GQ602_005578","BBA_03516","oxidoreductase","short chain dehydrogenase","KAF4584205.1","XP_008596835.1",1.64e-115,335,1.63e-115,335
"GQ602_005579","BBA_03515","5-phospho-ribosyl-1-pyrophosphate synthetase","ribose-phosphate diphosphokinase","KAF4584206.1","XP_008596834.1",0,679,0,679
"GQ602_005580","BBA_03514","DNA replication initiation factor cdc45","hypothetical protein BBA_03514","KAF4584207.1","XP_008596833.1",4.82e-94,297,2.78e-98,308
"GQ602_005581","BBA_03513","Poly(A) RNA polymerase cid13","caffeine-induced death protein","KAF4584208.1","XP_008596832.1",0,762,0,762
"GQ602_005582","BBA_03512","Transcription initiation factor IIF subunit alpha","transcription initiation factor IIF subunit alpha","KAF4584209.1","XP_008596831.1",0,773,0,814
"GQ602_005583","BBA_03511","pre-mrna-splicing factor cwc26","Pre-mRNA-splicing factor cwc26","KAF4584210.1","XP_008596830.1",2.62e-111,325,5.62e-111,323
"GQ602_005584","BBA_03510","cis-Golgi transport protein particle complex subunit","putativeTRAPP complex protein TRS85","KAF4584211.1","XP_008596829.1",0,900,0,939
"GQ602_005585","BBA_03509","hypothetical protein GQ602_005585","Snf7 family protein","KAF4584212.1","XP_008596828.1",1.33e-155,446,4.14e-153,440
"GQ602_005589","BBA_03504","DUF1237 domain protein","DUF1237 domain protein","KAF4584216.1","XP_008596823.1",0,770,0,773
"GQ602_005592","BBA_03503","Histone acetyltransferase ESA1","histone acetyltransferase","KAF4584219.1","XP_008596822.1",0,754,0,756
"GQ602_005593","BBA_03240","Ras-related protein Rab-6B","Ras family protein","KAF4584220.1","XP_008596559.1",1.11e-144,400,7.94e-145,400
"GQ602_005594","BBA_03241","P60-like protein","p60 domain-containing protein","KAF4584221.1","XP_008596560.1",2.42e-165,471,9.82e-165,469
"GQ602_005595","BBA_03242","NADH-ubiquinone oxidoreductase subunit","putative alternative NADH dehydrogenase","KAF4584222.1","XP_008596561.1",0,1013,0,967
"GQ602_005596","BBA_03243","Uridine kinase","uridine kinase","KAF4584223.1","XP_008596562.1",0,806,0,806
"GQ602_005597","BBA_03496","ran binding protein in the microtubule-organising centre","ran binding protein in the microtubule-organising centre","KAF4584224.1","XP_008596815.1",9.49e-139,388,6.59e-139,388
"GQ602_005598","BBA_03497","NADH-ubiquinone oxidoreductase 21 kDa subunit, mitochondrial","NADH-ubiquinone oxidoreductase 21kDa subunit","KAF4584225.1","XP_008596816.1",4.5e-100,286,3.25e-100,286
"GQ602_005599","BBA_03498","mitochondrial F1F0 ATP synthase subunit F Atp17","mitochondrial F1F0 ATP synthase subunit F Atp17","KAF4584226.1","XP_008596817.1",2.66e-62,183,1.9e-62,183
"GQ602_005600","BBA_03499","hypothetical protein GQ602_005600","hypothetical protein BBA_03499","KAF4584227.1","XP_008596818.1",0,887,0,867
"GQ602_005601","BBA_03500","putative replication licensing factor","MCM2/3/5 family protein","KAF4584228.1","XP_008596819.1",0,1287,0,1263
"GQ602_005603","BBA_03501","cyclopropane-fatty-acyl-phospholipid synthase","cyclopropane-fatty-acyl-phospholipid synthase","KAF4584230.1","XP_008596820.1",0,713,0,713
"GQ602_005604","BBA_03502","RNA exonuclease 4","exonuclease-like protein","KAF4584231.1","XP_008596821.1",2.73e-103,305,9.83e-103,303
"GQ602_005605","BBA_03238","Inositol phoshorylceramide synthase regulatory subunit kei1","DUF1753 domain-containing protein","KAF4584232.1","XP_008596557.1",2.24e-95,279,5.01e-95,278
"GQ602_005606","BBA_03237","sulfite reductase beta subunit","sulfite reductase hemoprotein","KAF4584233.1","XP_008596556.1",0,2413,0,2437
"GQ602_005607","BBA_03236","class 2 chitin synthase","class 2 chitin synthase","KAF4584234.1","XP_008596555.1",0,1498,0,1483
"GQ602_005608","BBA_05241","argininosuccinate lyase","argininosuccinate lyase","KAF4584235.1","XP_008598560.1",0,634,0,634
"GQ602_005609","BBA_03235","beta-fructofuranosidase","glycoside hydrolase family 32 protein","KAF4584236.1","XP_008596554.1",0,617,0,617
"GQ602_005610","BBA_08268","AMP deaminase","AMP deaminase","KAF4584237.1","XP_008601587.1",0,1191,0,1191
"GQ602_005611","BBA_10246","phd finger domain-containing protein","PHD-finger domain-containing protein","KAF4584238.1","XP_008603565.1",1.91e-173,504,1.04e-164,481
"GQ602_005612","BBA_10247","HMG box protein","HMG box protein","KAF4584239.1","XP_008603566.1",1.48e-34,133,3.85e-35,134
"GQ602_005613","BBA_03521","nucleoside diphosphatase","GDA1/CD39 family protein","KAF4584240.1","XP_008596840.1",0,743,0,726
"GQ602_005614","BBA_10315","hypothetical protein GQ602_005614","hypothetical protein BBA_10315","KAF4584241.1","XP_008603634.1",4.34e-29,110,1.47e-29,111
"GQ602_005617","BBA_10313","magnesium transporter","transmembrane protein 32","KAF4584244.1","XP_008603632.1",2.57e-50,157,2.08e-50,157
"GQ602_005618","BBA_09941","protein phosphatase PP2A regulatory subunit B","protein phosphatase 2A regulatory B subunit","KAF4584245.1","XP_008603260.1",0,925,0,925
"GQ602_005623","BBA_10304","syntaxin 8","Target SNARE coiled-coil domain containing protein","KAF4584250.1","XP_008603623.1",6.33e-73,222,3.21e-73,222
"GQ602_005624","BBA_02300","Tryptophan synthase","tryptophan synthase","KAF4584251.1","XP_008595619.1",0,684,0,684
"GQ602_005627","BBA_03530","mannan polymerase II complex ANP1 subunit","mannan polymerase II complex ANP1 subunit","KAF4584254.1","XP_008596849.1",0,712,0,712
"GQ602_005628","BBA_06809","ATPase family AAA domain-containing protein 1","ATPase protein","KAF4584255.1","XP_008600128.1",0,513,0,513
"GQ602_005630","BBA_08682","Protein GVP36","bin/amphiphysin/Rvs domain for vesicular trafficking","KAF4584257.1","XP_008602001.1",1.79e-139,394,4.32e-133,377
"GQ602_005633","BBA_07261","60S ribosomal protein L12","60S ribosomal protein L12","KAF4584260.1","XP_008600580.1",1.16e-109,308,8.29e-110,308
"GQ602_005634","BBA_06841","hypothetical protein GQ602_005634","Yip1 domain-containing protein","KAF4584261.1","XP_008600160.1",2.11e-93,274,2.6e-103,299
"GQ602_005635","BBA_08340","FKH1-like protein","Transcription factor, fork head","KAF4584262.1","XP_008601659.1",0,766,0,780
"GQ602_005636","BBA_08339","GSKIP/TIF31 domain protein","tetratricopeptide repeat containing protein","KAF4584263.1","XP_008601658.1",0,1717,0,1663
"GQ602_005637","BBA_06843","DEAD/DEAH box helicase","DEAD/DEAH box helicase","KAF4584264.1","XP_008600162.1",0,868,0,857
"GQ602_005638","BBA_10110","peptidylprolyl isomerase","Yippee-like protein","KAF4584265.1","XP_008603429.1",3.56e-72,209,2.54e-72,209
"GQ602_005641","BBA_08341","Poly(A) polymerase","Poly(A) polymerase pla1","KAF4584268.1","XP_008601660.1",0,912,0,912
"GQ602_005642","BBA_08342","Protein DML1","misato Segment II myosin-like domain-containing protein","KAF4584269.1","XP_008601661.1",4.85e-143,429,5.51e-135,407
"GQ602_005643","BBA_08345","Negative regulator of the PHO system","Protein tyrosine kinase","KAF4584270.1","XP_008601664.1",0,613,0,616
"GQ602_005644","BBA_08346","Lysophosphatidylcholine acyltransferase","acyltransferase-like protein","KAF4584271.1","XP_008601665.1",3.93e-153,432,1.65e-153,433
"GQ602_005646","BBA_08347","zinc finger containing protein","RING finger domain-containing protein","KAF4584273.1","XP_008601666.1",6.27e-73,227,5.23e-73,227
"GQ602_005647","BBA_08348","peroxisomal adenine nucleotide transporter 1","mitochondrial carrier protein","KAF4584274.1","XP_008601667.1",3.03e-85,260,5.3e-95,284
"GQ602_005648","BBA_08349","SAGA-associated factor 73","SAGA complex component","KAF4584275.1","XP_008601668.1",1.45e-140,405,4.65e-152,434
"GQ602_005650","BBA_06377","Ras guanine nucleotide exchange factor","RasGEF domain-containing protein","KAF4584277.1","XP_008599696.1",0,1694,0,1701
"GQ602_005651","BBA_06378","C2H2 finger domain-containing protein","C2H2 finger domain protein","KAF4584278.1","XP_008599697.1",0,1293,0,1293
"GQ602_005652","BBA_06379","glycoside hydrolase family 16 protein","glycoside hydrolase family 16 protein","KAF4584279.1","XP_008599698.1",7.15e-110,322,2.15e-110,323
"GQ602_005653","BBA_06380","CBM6-containing protein","glucanase B","KAF4584280.1","XP_008599699.1",5.36e-163,460,3.76e-163,460
"GQ602_005654","BBA_06375","Peptidyl-prolyl cis-trans isomerase-like 2","cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","KAF4584281.1","XP_008599694.1",0,825,0,816
"GQ602_005655","BBA_06374","lung seven transmembrane receptor domain-containing protein","Transmembrane receptor, eukaryota","KAF4584282.1","XP_008599693.1",0,776,0,749
"GQ602_005656","BBA_06373","DUF185 domain-containing protein","DUF185 domain-containing protein","KAF4584283.1","XP_008599692.1",0,538,0,576
"GQ602_005657","BBA_06372","cyclin-dependent kinase G-1","cyclin-dependent kinase G-1","KAF4584284.1","XP_008599691.1",0,598,0,585
"GQ602_005658","BBA_04521","SSCRP protein","hypothetical protein BBA_04521","KAF4584285.1","XP_008597840.1",4.17e-64,201,1.44e-64,202
"GQ602_005659","BBA_04519","mRNA decapping protein 2, Box A","decapping enzyme Dcp2","KAF4584286.1","XP_008597838.1",3.43e-164,494,1.83e-170,510
"GQ602_005660","BBA_06370","PH domain-containing protein","PH domain-containing protein","KAF4584287.1","XP_008599689.1",7.36e-107,309,1.02e-106,309
"GQ602_005661","BBA_06371","Ribonucleoside-diphosphate reductase small chain","ribonucleotide reductase","KAF4584288.1","XP_008599690.1",0,710,0,689
"GQ602_005663","BBA_04522","WD repeat containing protein 82","histone H3 methyltransferase complex and RNA cleavage factor II complex, subunit SWD2","KAF4584290.1","XP_008597841.1",0,595,0,600
"GQ602_005664","BBA_04523","Mitochondrial oxaloacetate transport protein","mitochondrial oxaloacetate transport protein","KAF4584291.1","XP_008597842.1",1.18e-158,442,1.24e-158,442
"GQ602_005665","BBA_04524","thiouridylase subunit 2","cytoplasmic tRNA 2-thiolation protein 2","KAF4584292.1","XP_008597843.1",2.04e-132,384,1.06e-125,366
"GQ602_005666","BBA_04525","putative PH domain-containing protein PB16A4.02c","PH domain-containing protein","KAF4584293.1","XP_008597844.1",1.4e-128,374,3.03e-143,411
"GQ602_005667","BBA_04526","cellulase family protein","cellulase-like protein","KAF4584294.1","XP_008597845.1",0,509,0,535
"GQ602_005668","BBA_04527","hypothetical protein GQ602_005668","hypothetical protein BBA_04527","KAF4584295.1","XP_008597846.1",7.12e-55,182,1.63e-58,191
"GQ602_005669","BBA_08101","nuclear and cytoplasmic polyadenylated RNA-binding protein pub1","RNA recognition domain-containing protein","KAF4584296.1","XP_008601420.1",0,690,0,689
"GQ602_005670","BBA_08102","kinase domain containing protein","kinase domain containing protein","KAF4584297.1","XP_008601421.1",0,1334,0,1348
"GQ602_005671","BBA_08103","pentatricopeptide repeat protein","RNA-binding protein, rrm type","KAF4584298.1","XP_008601422.1",1.12e-62,200,1.8e-70,219
"GQ602_005672","BBA_08104","pentatricopeptide repeat protein","pentatricopeptide repeat domain-containing protein","KAF4584299.1","XP_008601423.1",1.67e-135,415,3.18e-143,435
"GQ602_005674","BBA_08106","DNA polymerase (pol2)","DNA polymerase","KAF4584301.1","XP_008601425.1",0,1995,0,1987
"GQ602_005676","BBA_08108","DEAD helicases superfamily protein (Aquarius)","intron-binding protein aquarius","KAF4584303.1","XP_008601427.1",0,1971,0,2055
"GQ602_005678","BBA_04575","Iron permease FTR1","iron permease FTR1 family protein","KAF4584305.1","XP_008597894.1",2.02e-157,444,1.49e-157,444
"GQ602_005679","BBA_04981","proteinrelated to hydroxyproline-rich glycoprotein","hydroxyproline-rich glycoprotein","KAF4584306.1","XP_008598300.1",9.29e-179,507,0,526
"GQ602_005680","BBA_04982","protein phosphatase","protein phosphatase 2C","KAF4584307.1","XP_008598301.1",0,742,0,742
"GQ602_005681","BBA_04983","Heterokaryon incompatibility protein Het-C","Heterokaryon incompatibility Het-C","KAF4584308.1","XP_008598302.1",0,998,0,1002
"GQ602_005682","BBA_05406","orotidine-5\\'-phosphate decarboxylase","orotidine-5\\'-monophosphate decarboxylase","KAF4584309.1","XP_008598725.1",0,546,0,546
"GQ602_005684","BBA_04984","inositolphosphorylceramide-B C-26 hydroxylase","fatty acid hydroxylase","KAF4584311.1","XP_008598303.1",0,563,0,563
"GQ602_005685","BBA_04985","RNA splicing factor Pad-1","CC1-like family splicing factor","KAF4584312.1","XP_008598304.1",0,544,0,575
"GQ602_005687","BBA_04987","von Willebrand factor","hypothetical protein BBA_04987","KAF4584314.1","XP_008598306.1",1.59e-50,168,1.01e-52,173
"GQ602_005688","BBA_04988","aminotransferase, classes I and II","aminotransferase class I and II","KAF4584315.1","XP_008598307.1",0,874,0,845
"GQ602_005690","BBA_04990","Regulatory protein cys-3","basic region leucine zipper","KAF4584317.1","XP_008598309.1",1.25e-111,321,1.51e-104,303
"GQ602_005691","BBA_04993","CHL4-like protein","trfA protein","KAF4584318.1","XP_008598312.1",0,595,0,556
"GQ602_005692","BBA_04994","hypothetical protein GQ602_005692","TatD family hydrolase","KAF4584319.1","XP_008598313.1",1.32e-138,404,1.74e-134,393
"GQ602_005693","BBA_04995","ribonucleoside-diphosphate reductase large chain","ribonucleoside-diphosphate reductase large chain","KAF4584320.1","XP_008598314.1",0,1643,0,1643
"GQ602_005695","BBA_08759","putative CAP20-virulence factor","perilipin MPL1-like protein","KAF4584322.1","XP_008602078.1",2.84e-79,233,2.05e-79,233
"GQ602_005696","BBA_08780","FAD dependent oxidoreductase","FAD dependent oxidoreductase, putative","KAF4584323.1","XP_008602099.1",1.11e-57,196,6.85e-58,196
"GQ602_005697","BBA_08751","DENN domain-containing protein","DENN domain-containing protein","KAF4584324.1","XP_008602070.1",0,1496,0,1495
"GQ602_005698","BBA_08750","HIT zinc finger","HIT zinc finger protein","KAF4584325.1","XP_008602069.1",5.45e-102,306,2.59e-98,296
"GQ602_005699","BBA_08749","Exocyst complex component sec6","exocyst complex component Sec6","KAF4584326.1","XP_008602068.1",0,1157,0,1166
"GQ602_005700","BBA_08748","EF hand domain protein","UBA/TS-N domain-containing protein","KAF4584327.1","XP_008602067.1",0,1003,0,1006
"GQ602_005701","BBA_08747","Glutathione reductase","glutathione reductase","KAF4584328.1","XP_008602066.1",0,747,0,731
"GQ602_005705","BBA_08742","life-span regulatory factor domain-containing protein","hypothetical protein BBA_08742","KAF4584332.1","XP_008602061.1",2.63e-34,117,3.89e-37,124
"GQ602_005706","BBA_08740","T-complex protein 1 subunit gamma","T-complex protein 1 subunit gamma","KAF4584333.1","XP_008602059.1",0,989,0,987
"GQ602_005707","BBA_08739","hypothetical protein GQ602_005707","DUF1168 domain-containing protein","KAF4584334.1","XP_008602058.1",1.35e-56,177,1.2e-48,157
"GQ602_005709","BBA_08737","autoinducer 2 sensor kinase/phosphatase luxQ","putative histidine kinase HHK2p","KAF4584336.1","XP_008602056.1",0,2016,0,2021
"GQ602_005710","BBA_08736","hypothetical protein GQ602_005710","cytochrome b561","KAF4584337.1","XP_008602055.1",1.3e-37,131,1.21e-49,162
"GQ602_005711","BBA_08733","Allantoicase","allantoicase-like protein","KAF4584338.1","XP_008602052.1",0,540,0,540
"GQ602_005712","BBA_08732","DIL and Ankyrin domain containing protein","DIL domain-containing protein","KAF4584339.1","XP_008602051.1",0,1277,0,1301
"GQ602_005713","BBA_08731","TBC domain-containing protein","TBC domain-containing protein","KAF4584340.1","XP_008602050.1",0,717,0,707
"GQ602_005716","BBA_08556","UDP-galactopyranose mutase","UDP-galactopyranose mutase","KAF4584343.1","XP_008601875.1",0,874,0,874
"GQ602_005717","BBA_08555","triose phosphate/3-phosphoglycerate/phosphate translocator","triose-phosphate transporter","KAF4584344.1","XP_008601874.1",0,656,0,656
"GQ602_005718","BBA_08554","60S ribosomal protein L27-A","60S ribosomal protein L27","KAF4584345.1","XP_008601873.1",2.31e-91,259,1.81e-91,259
"GQ602_005719","BBA_08552","Tetratricopeptide repeat protein 36 -like protein","hypothetical protein BBA_08552","KAF4584346.1","XP_008601871.1",8.15e-101,294,1.52e-109,316
"GQ602_005720","BBA_08551","4-hydroxyphenylpyruvate dioxygenase","4-hydroxyphenylpyruvate dioxygenase","KAF4584347.1","XP_008601870.1",0,648,0,648
